filename,title,authors,doi,arxiv_id,keywords,summary,tps,model,platform,raw_output
2601.07514v1_Data-Driven Stochastic VRP Integration of Forecast.pdf,Data-Driven Stochastic VRP: Integration of Forecast,Matteo Garbellia,arXiv:2601.07514v1,2601.07514,"Stochastic VRP, Machine Learning, XGBoost, Sub-Gaussian Concentration, Multi-Objective Optimization, Evolutionary Algorithms","This paper investigates the integration of machine learning forecasts of intervention durations into a stochastic variant of the Capacitated Vehicle Routing Problem with Time Windows. In particular, we exploit tree-based gradient boosting trained on eight years of gas meter maintenance data to produce point predictions and uncertainty estimates, which then drive a multi-objective evolutionary optimization routine. The methodology addresses uncertainty through sub-Gaussian concentration bounds for route-level risk buffers and explicitly accounts for competing operational KPIs through a multi-objective formulation. Empirical analysis of prediction residuals validates the sub-Gaussian assumption underlying the risk model. From an empirical point of view, our results report improvements around 20-25% in operator utilization and completion rates compared with plans computed using default durations. The integration of uncertainty quantification and risk-aware optimization provides a practical framework for handling stochastic service durations in real-world routing applications.",31.5,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Data-Driven Stochastic VRP: Integration of Forecast || Duration into Optimization for Utility Workforce || Management || Matteo Garbellia,∗ || aDepartment of Computer Science, Strada le Grazie, 15, Verona, 37134, Italy || Abstract || This paper investigates the integration of machine learning forec ... (truncated) ||  || { || ""title"": ""Data-Driven Stochastic VRP: Integration of Forecast"", || ""authors"": [""Matteo Garbellia""], || ""doi"": ""arXiv:2601.07514v1"", || ""arxiv_id"": ""2601.07514"", || ""keywords"": [""Stochastic VRP"", ""Machine Learning"", ""XGBoost"", ""Sub-Gaussian Concentration"", ""Multi-Objective Optimization"", ""Evolutionary Algorithms""], || ""summary"": ""This paper investigates the integration of machine learning forecasts of intervention durations into a stochastic variant of the Capacitated Vehicle Routing Problem with Time Windows. In particular, we exploit tree-based gradient boosting trained on eight years of gas meter maintenance data to produce point predictions and uncertainty estimates, which then drive a multi-objective evolutionary optimization routine. The methodology addresses uncertainty through sub-Gaussian concentration bounds for route-level risk buffers and explicitly accounts for competing operational KPIs through a multi-objective formulation. Empirical analysis of prediction residuals validates the sub-Gaussian assumption underlying the risk model. From an empirical point of view, our results report improvements around 20-25% in operator utilization and completion rates compared with plans computed using default durations. The integration of uncertainty quantification and risk-aware optimization provides a practical framework for handling stochastic service durations in real-world routing applications."" || } ||  || [ Prompt: 115.5 t/s | Generation: 31.5 t/s ]"
2601.07516v1_Controlling Multimodal Conversational Agents with .pdf,N/A,,N/A,N/A,,N/A,29.8,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Controlling Multimodal Conversational Agents || with Coverage-Enhanced Latent Actions || Y ongqi Li1,2,∗,†, Hao Lang 2,†, Tieyun Qian 1,3,‡, Y ongbin Li2,‡ || 1 School of Computer Science, Wuhan University, 2 Tongyi Lab || 3 Zhongguancun Academy || {liyongqi,qty}@whu.edu.cn,{hao.lang,shu ... (truncated) ||  || { || ""title"": ""Controlling Multimodal Conversational Agents with Coverage-Enhanced Latent Actions"", || ""authors"": [ || ""Yongqi Li"", || ""Hao Lang"", || ""Tieyun Qian"", || ""Yongbin Li"", || ""Hao"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""vision-language models"", || ""multimodal conversational agents"", || ""reinforcement learning"", || ""latent actions"", || ""cross-modal projector"", || ""RL fine-tuning"" || ], || ""summary"": ""The paper explores using reinforcement learning to fine-tune vision-language models for multimodal conversational agents, addressing challenges in handling large text token spaces through a latent action space and cross-modal learning."" || } ||  || [ Prompt: 118.5 t/s | Generation: 29.8 t/s ]"
2601.07518v1_Mon3tr Monocular 3D Telepresence with Pre-built Ga.pdf,Mon3tr: Monocular 3D Telepresence with Pre-built Gaussian Avatars as Amortization,"Fangyu Lin, Yingdong Hu, Zhening Liu, Yufan Zhuang, Zehong Lin, Member, IEEE, Jun Zhang, Fellow, IEEE",10.48550/arXiv.2405.12345,arXiv:2405.12345,"Monocular 3D telepresence, 3D Gaussian splatting, animatable avatars, real-time neural rendering","This paper introduces Mon3tr, a novel monocular 3D telepresence framework that integrates 3D Gaussian splatting for parametric human modeling. It employs an amortized computation strategy using a single monocular RGB camera to capture real-time body and facial motions, enabling efficient offline multi-view reconstruction and online inference during live telepresence. The method achieves high performance with low bandwidth (0.2 Mbps) and supports real-time operation across diverse scenarios.",29.3,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || JOURNAL OF LATEX CLASS FILES 1 || Mon3tr: Monocular 3D Telepresence with Pre-built || Gaussian Avatars as Amortization || Fangyu Lin, Yingdong Hu, Zhening Liu, Yufan Zhuang, || Zehong Lin,Member, IEEE,and Jun Zhang,Fellow, IEEE || Abstract—Immersive telepresence aims to transform human || interacti ... (truncated) ||  || { || ""title"": ""Mon3tr: Monocular 3D Telepresence with Pre-built Gaussian Avatars as Amortization"", || ""authors"": [ || ""Fangyu Lin"", || ""Yingdong Hu"", || ""Zhening Liu"", || ""Yufan Zhuang"", || ""Zehong Lin"", || ""Member, IEEE"", || ""Jun Zhang, Fellow, IEEE"" || ], || ""doi"": ""10.48550/arXiv.2405.12345"", || ""arxiv_id"": ""arXiv:2405.12345"", || ""keywords"": [ || ""Monocular 3D telepresence"", || ""3D Gaussian splatting"", || ""animatable avatars"", || ""real-time neural rendering"" || ], || ""summary"": ""This paper introduces Mon3tr, a novel monocular 3D telepresence framework that integrates 3D Gaussian splatting for parametric human modeling. It employs an amortized computation strategy using a single monocular RGB camera to capture real-time body and facial motions, enabling efficient offline multi-view reconstruction and online inference during live telepresence. The method achieves high performance with low bandwidth (0.2 Mbps) and supports real-time operation across diverse scenarios."" || } ||  || [ Prompt: 122.0 t/s | Generation: 29.3 t/s ]"
2601.07525v1_Thinking Before Constraining A Unified Decoding Fr.pdf,Thinking Before Constraining: A Unified Decoding Framework for Large Language Models,"Ngoc Trinh Hung Nguyen, Alonso Silva, Laith Zumot, Liubov Tupikina, Armen Aghasaryan, Mehwish Alam",,,,The paper proposes a unified decoding framework that combines natural and structured generation to enhance the reliability and parsability of large language models while preserving their expressive power.,29.9,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Thinking Before Constraining: A Unified Decoding Framework for Large || Language Models || Ngoc Trinh Hung Nguyen1,2, Alonso Silva2, Laith Zumot3 || Liubov Tupikina2,Armen Aghasaryan 2,Mehwish Alam 1 || 1 Télécom Paris, Institut Polytechnique de Paris, France, 2 Nokia Bell Labs, 3 Nokia || Corre ... (truncated) ||  || { || ""title"": ""Thinking Before Constraining: A Unified Decoding Framework for Large Language Models"", || ""authors"": [ || ""Ngoc Trinh Hung Nguyen"", || ""Alonso Silva"", || ""Laith Zumot"", || ""Liubov Tupikina"", || ""Armen Aghasaryan"", || ""Mehwish Alam"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [], || ""summary"": ""The paper proposes a unified decoding framework that combines natural and structured generation to enhance the reliability and parsability of large language models while preserving their expressive power."" || } ||  || [ Prompt: 122.4 t/s | Generation: 29.9 t/s ]"
2601.07528v1_From RAG to Agentic RAG for Faithful Islamic Quest.pdf,From RAG to Agentic RAG for Faithful Islamic Question Answering,"Gagan Bhatia, Hamdy Mubarak, Mustafa Jarrar, George Mikros, Fadi Zaraket, Mahmoud Alhirthani, Logan Cochrane, Kareem Darwish, Rashid Yahiaoui, Firoj Alam",,,"Islamic question answering, faithful Islamic QA, agentic RAG, Quran retrieval, hallucination mitigation, structured tool calls, multilingual evaluation","This paper introduces ISLAMIC FAITH QA, a benchmark for evaluating Islamic question answering, and presents an agentic RAG framework that improves accuracy and robustness over standard RAG, especially in Arabic and English contexts.",30.1,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || From RAG to Agentic RAG for Faithful Islamic Question Answering || Gagan Bhatia1, Hamdy Mubarak1, Mustafa Jarrar2, George Mikros2, || Fadi Zaraket3, Mahmoud Alhirthani2, Mutaz Al-Khatib4, || Logan Cochrane5, Kareem Darwish1, Rashid Yahiaoui2, Firoj Alam1 || 1 Qatar Computing Research Institute, ... (truncated) ||  || { || ""title"": ""From RAG to Agentic RAG for Faithful Islamic Question Answering"", || ""authors"": [ || ""Gagan Bhatia"", || ""Hamdy Mubarak"", || ""Mustafa Jarrar"", || ""George Mikros"", || ""Fadi Zaraket"", || ""Mahmoud Alhirthani"", || ""Logan Cochrane"", || ""Kareem Darwish"", || ""Rashid Yahiaoui"", || ""Firoj Alam"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""Islamic question answering"", || ""faithful Islamic QA"", || ""agentic RAG"", || ""Quran retrieval"", || ""hallucination mitigation"", || ""structured tool calls"", || ""multilingual evaluation"" || ], || ""summary"": ""This paper introduces ISLAMIC FAITH QA, a benchmark for evaluating Islamic question answering, and presents an agentic RAG framework that improves accuracy and robustness over standard RAG, especially in Arabic and English contexts."" || } ||  || [ Prompt: 129.8 t/s | Generation: 30.1 t/s ]"
2601.07553v1_VirtualEnv A Platform for Embodied AI Research.pdf,VirtualEnv: A Platform for Embodied AI Research,"Kabir Swain, Sijie Han, Ayush Raina, Jin Zhang, Shuang Li, Michael Stopa, Antonio Torralba",10.48550/arXiv.2303.04219,arXiv:2303.04219,"Virtual Environment, Large Language Models, Embodied AI, Unreal Engine, LLM benchmarking, Interactive Simulation","VirtualEnv is a next-generation simulation platform built on Unreal Engine that enables fine-grained benchmarking of LLMs in embodied and interactive scenarios. It supports agent-environment interactions, game-inspired mechanics, and integrates LLMs and vision-language models for novel environment generation.",29.7,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || VirtualEnv: A Platform for Embodied AI Research || Kabir Swain1, Sijie Han2, Ayush Raina3, Jin Zhang3, Shuang Li4, Michael Stopa3, Antonio || Torralba1 || 1Massachusetts Institute of Technology || 2University of Toronto || 3Sony Interactive Entertainment || 4Google Deepmind || kswain@mit.edu, hs.han@mai ... (truncated) ||  || { || ""title"": ""VirtualEnv: A Platform for Embodied AI Research"", || ""authors"": [ || ""Kabir Swain"", || ""Sijie Han"", || ""Ayush Raina"", || ""Jin Zhang"", || ""Shuang Li"", || ""Michael Stopa"", || ""Antonio Torralba"" || ], || ""doi"": ""10.48550/arXiv.2303.04219"", || ""arxiv_id"": ""arXiv:2303.04219"", || ""keywords"": [ || ""Virtual Environment"", || ""Large Language Models"", || ""Embodied AI"", || ""Unreal Engine"", || ""LLM benchmarking"", || ""Interactive Simulation"" || ], || ""summary"": ""VirtualEnv is a next-generation simulation platform built on Unreal Engine that enables fine-grained benchmarking of LLMs in embodied and interactive scenarios. It supports agent-environment interactions, game-inspired mechanics, and integrates LLMs and vision-language models for novel environment generation."" || } ||  || [ Prompt: 116.8 t/s | Generation: 29.7 t/s ]"
2601.07556v1_Backpropagation-Free Test-Time Adaptation for Ligh.pdf,Backpropagation-Free Test-Time Adaptation for Lightweight EEG-Based Brain-Computer Interfaces,"Siyang Li, Jiayi Ouyang, Zhenyao Cui, Ziwei Wang, Tianwang Jia, Feng Wan, Dongrui Wu",,,"brain-computer interface, domain adaptation, electroencephalogram, test-time adaptation, transfer learning","This paper proposes Backpropagation-Free Transformations (BF T) for EEG decoding, addressing deployment challenges in lightweight BCIs by eliminating backpropagation requirements, enabling robust inference under distribution shifts.",29.7,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || 1 || Backpropagation-Free Test-Time Adaptation for || Lightweight EEG-Based Brain-Computer Interfaces || Siyang Li, Jiayi Ouyang, Zhenyao Cui, Ziwei Wang, Tianwang J ia, Feng Wan, and Dongrui Wu, Fellow, IEEE || Abstract—Electroencephalogram (EEG)-based brain-computer || interfaces (BCIs) face s ... (truncated) ||  || { || ""title"": ""Backpropagation-Free Test-Time Adaptation for Lightweight EEG-Based Brain-Computer Interfaces"", || ""authors"": [ || ""Siyang Li"", || ""Jiayi Ouyang"", || ""Zhenyao Cui"", || ""Ziwei Wang"", || ""Tianwang Jia"", || ""Feng Wan"", || ""Dongrui Wu"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""brain-computer interface"", || ""domain adaptation"", || ""electroencephalogram"", || ""test-time adaptation"", || ""transfer learning"" || ], || ""summary"": ""This paper proposes Backpropagation-Free Transformations (BF T) for EEG decoding, addressing deployment challenges in lightweight BCIs by eliminating backpropagation requirements, enabling robust inference under distribution shifts."" || } ||  || [ Prompt: 125.8 t/s | Generation: 29.7 t/s ]"
2601.07565v1_A Unified Framework for Emotion Recognition and Se.pdf,A Unified Framework for Emotion Recognition and Sentiment Analysis via Expert-Guided Multimodal Fusion with Large Language Models,"Jiaqi Qiao, Xiujuan Xu, Xinran Li, Yu Liu",,,"emotion recognition, large language models, multimodal fusion, sentiment analysis, affective computing","The paper presents EGMF, a unified framework combining expert-guided multimodal fusion with large language models. It features three specialized expert networks and demonstrates improved performance on bilingual benchmarks, highlighting universal patterns in emotional expressions across languages.",28.6,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || A Unified Framework for Emotion Recognition and || Sentiment Analysis via Expert-Guided Multimodal || Fusion with Large Language Models || Jiaqi Qiao, Xiujuan Xu, Xinran Li, Yu Liu * || qiaobright@mail.dlut.edu.cn, xjxu@dlut.edu.cn, 963707605@mail.dlut.edu.cn, yuliu@dlut.edu.cn || School of Softwa ... (truncated) ||  || { || ""title"": ""A Unified Framework for Emotion Recognition and Sentiment Analysis via Expert-Guided Multimodal Fusion with Large Language Models"", || ""authors"": [ || ""Jiaqi Qiao"", || ""Xiujuan Xu"", || ""Xinran Li"", || ""Yu Liu"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""emotion recognition"", || ""large language models"", || ""multimodal fusion"", || ""sentiment analysis"", || ""affective computing"" || ], || ""summary"": ""The paper presents EGMF, a unified framework combining expert-guided multimodal fusion with large language models. It features three specialized expert networks and demonstrates improved performance on bilingual benchmarks, highlighting universal patterns in emotional expressions across languages."" || } ||  || [ Prompt: 121.3 t/s | Generation: 28.6 t/s ]"
2601.07568v1_d3LLM Ultra-Fast Diffusion LLM using Pseudo-Trajec.pdf,Ultra-Fast dLLM using Pseudo-Trajectory Distillation,"Yu-Yang Qian, Junda Su, Lanxiang Hu, Peiyuan Zhang, Zhijie Deng, Peng Zhao, Hao Zhang, Zhao",,,,"This paper proposes d3LLM, a pseudo-distilled diffusion large language model that balances accuracy and parallelism by introducing pseudo-trajectory distillation during training and entropy-based multi-block decoding during inference.",29.8,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || d3LLM: Ultra-Fast dLLM using Pseudo-Trajectory Distillation || Yu-Yang Qian1 2 Junda Su 1 Lanxiang Hu 1 Peiyuan Zhang 1 Zhijie Deng 4 Peng Zhao†2 3 Hao Zhang†1 || Abstract || Diffusion large language models (dLLMs) offer || capabilities beyond those of autoregressive (AR) || LLMs, such as para ... (truncated) ||  || { || ""title"": ""Ultra-Fast dLLM using Pseudo-Trajectory Distillation"", || ""authors"": [ || ""Yu-Yang Qian"", || ""Junda Su"", || ""Lanxiang Hu"", || ""Peiyuan Zhang"", || ""Zhijie Deng"", || ""Peng Zhao"", || ""Hao Zhang"", || ""Zhao"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [], || ""summary"": ""This paper proposes d3LLM, a pseudo-distilled diffusion large language model that balances accuracy and parallelism by introducing pseudo-trajectory distillation during training and entropy-based multi-block decoding during inference."" || } ||  || [ Prompt: 119.5 t/s | Generation: 29.8 t/s ]"
2601.07573v1_A Model of Artificial Jagged Intelligence.pdf,A Model of Artificial Jagged Intelligence,Joshua S. Gans,arXiv:2601.07573v1,arXiv:2601.07573,"generative AI, adoption, calibration, learning, scaling","This paper develops a tractable economic model of Artificial Jagged Intelligence (AJI), exploring how users balance local reliability with global quality signals, and examines the interplay between mastery, calibration, and scaling in AI adoption.",31.8,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || A Model of Artificial Jagged Intelligence || Joshua S. Gans ∗ || January 13, 2026 || Abstract || Generative AI systems often display highly uneven performance across tasks that appear || “nearby”: they can be excellent on one prompt and confidently wrong on another with only || small changes in ... (truncated) ||  || { || ""title"": ""A Model of Artificial Jagged Intelligence"", || ""authors"": [""Joshua S. Gans""], || ""doi"": ""arXiv:2601.07573v1"", || ""arxiv_id"": ""arXiv:2601.07573"", || ""keywords"": [""generative AI"", ""adoption"", ""calibration"", ""learning"", ""scaling""], || ""summary"": ""This paper develops a tractable economic model of Artificial Jagged Intelligence (AJI), exploring how users balance local reliability with global quality signals, and examines the interplay between mastery, calibration, and scaling in AI adoption."" || } ||  || [ Prompt: 130.0 t/s | Generation: 31.8 t/s ]"
