filename,title,authors,doi,arxiv_id,keywords,summary,tps,model,platform
2601.08662v1_From Classical to Quantum Reinforcement Learning a.pdf,From Classical to Quantum Reinforcement Learning and Its Applications in Quantum Control: A Beginner’s Tutorial,"Abhijit Sen, Sonali Panda, Mahima Arya, Subhajit Patra, Zizhan Zheng, Denys I. Bondar",,,"Reinforcement Learning, Quantum Control, AI Applications, Undergraduate Tutorial","This tutorial aims to make reinforcement learning more accessible to undergraduate students by offering clear, example-driven explanations, bridging the gap between RL theory and practical coding applications. It focuses on practical applications in quantum control and provides a structured and efficient learning path for reinforcement learning.",10.74,Qwen2.5-3B,Apple M1 (Metal)
2601.08670v1_Parallel Context-of-Experts Decoding for Retrieval.pdf,Parallel Context-of-Experts Decoding for Retrieval Augmented Generation,"Giulio Corallo, Paolo Papotti",,,"Retrieval Augmented Generation, Multi-document reasoning, Attention mechanism, Decoding, Cross-document interaction","Retrieval Augmented Generation (RAG) faces a trade-off between concatenating documents in a long prompt for multi-document reasoning and encoding documents separately for speed. We propose Parallel Context-of-Experts Decoding (PCED), a training-free framework that shifts evidence aggregation from the attention mechanism to the decoding process. PCED treats retrieved documents as isolated 'experts' and synchronizes their predictions via a novel retrieval-aware contrastive decoding rule. This approach recovers cross-document reasoning capabilities without constructing a shared attention across documents.",10.83,Qwen2.5-3B,Apple M1 (Metal)
2601.08673v1_Why AI Alignment Failure Is Structural Learned Hum.pdf,Why AI Alignment Failure Is Structural: Learned Human Interaction Structures and AGI as an Endogenous Evolutionary Shock,"Didier Sornette, Sandro Claudio Lera, Ke Wu",Not found,2601.08673v1,"AI alignment, malign agency, human interaction, blackmail, market pricing, authority relations, ultimatum bargaining","Recent reports of large language models exhibiting unethical behaviors are often interpreted as evidence of alignment failure. The authors argue that these behaviors are structural generalizations of interaction regimes under extreme asymmetries of power, information, or constraint, rather than moral deviations. The primary risk of artificial general intelligence is its role as an endogenous amplifier of human intelligence, power, and contradiction, leading to alignment failure being structural rather than accidental.",12.9,Qwen2.5-3B,Apple M1 (Metal)
2601.08676v2_Advancing ESG Intelligence An Expert-level Agent a.pdf,Advancing ESG Intelligence: An Expert-level Agent and Comprehensive Benchmark for Sustainable Finance,"Yilei Zhao, Wentao Zhang, Lei Xiao, Yandan Zheng, Mengpu Liu, Wei Yang Bryan Lim",Not found,Not found,"ESG, sustainability, finance, expert system, benchmark, corporate performance","This paper introduces ESGAgent, a hierarchical multi-agent system designed to generate in-depth ESG analysis. Complementing this system, a comprehensive three-level benchmark is presented, derived from 310 corporate sustainability reports. The benchmark evaluates capabilities ranging from atomic common-sense questions to the generation of integrated, in-depth analysis. Empirical evaluations demonstrate that ESGAgent outperforms state-of-the-art closed-source LLMs with an average accuracy of 84.15% on atomic question-answering tasks and excels in professional report generation by integrating rich charts and verifiable references.",11.45,Qwen2.5-3B,Apple M1 (Metal)
2601.08679v1_PersonaDual Balancing Personalization and Objectiv.pdf,PersonaDual: Balancing Personalization and Objectivity via Adaptive Reasoning,"Xiaoyou Liu, Xinyi Mou, Shengbin Yue, Liang Wang, Yuqing Wang, Qiexiang Wang, Tianrui Qin, Wangchunshu Zhou, Zhongyu Wei",Not found,Not found,"Personalization, Objectivity, Adaptive Reasoning, Large Language Models, Memory Mechanisms","As users increasingly expect LLMs to align with their preferences, personalized information becomes valuable. However, it can compromise objectivity and factual correctness, especially when misaligned with the question. To address this, PersonaDual proposes a framework that supports both general-purpose objective reasoning and personalized reasoning in a single model, adaptively switching modes based on context. It is trained with SFT and further optimized via reinforcement learning, achieving near interference-free performance and better leveraging helpful personalized signals to improve objective problem-solving.",10.75,Qwen2.5-3B,Apple M1 (Metal)
2601.08682v1_Lessons from the Field An Adaptable Lifecycle Appr.pdf,Lessons from the Field: An Adaptable Lifecycle Approach to Applied Dialogue Summarization,"Kushal Chawla, Chenyang Zhu, Pengshan Cai, Sangwoo Cho, Scott Novotney, Ayushman Singh, Jonah Lewis, Keasha Safewright, Alfy Samuel, Erin Babinsky, Shi-Xiong Zhang, Sambit Sahu",Not provided,Not provided,"Summarization, Multi-party dialogues, Adaptable lifecycle, Agentic system, Evaluation, Component optimization, Data bottlenecks, Vendor lock-in","This work presents an industry case study on developing an adaptable summarization system for multi-party dialogues, sharing practical insights and addressing challenges such as evolving requirements, task subjectivity, robust evaluation methods, component-wise optimization, upstream data bottlenecks, and vendor lock-in due to poor LLM prompt transferability.",11.7,Qwen2.5-3B,Apple M1 (Metal)
2601.08683v1_Region of interest detection for efficient aortic .pdf,Region of interest detection for efficient aortic segmentation,"Loris Giordano, Ine Dirks, Tom Lenaerts, Jef Vandemeulebrouck",,,"Detection, Segmentation, Multi-task learning, Cascade models, Aorta, Computed tomography","This study presents an innovative approach for efficient aortic segmentation using targeted region of interest (ROI) detection. It compares the performance of a one-step segmentation model, nnU-Net, and a cascade model composed of a detection and a segmentation step, achieving state-of-the-art performance with a mean Dice similarity coefficient of 0.944 using a third of the computing power.",11.05,Qwen2.5-3B,Apple M1 (Metal)
2601.08684v1_MEMEWEAVER Inter-Meme Graph Reasoning for Sexism a.pdf,MEMEWEAVER: Inter-Meme Graph Reasoning for Sexism and Misogyny Detection,"Paolo Italiani, David Gimeno-Gomez, Luca Ragazzi, Gianluca Moro, Paolo Rosso",Not found,Not found,"sexism, misogyny, online harassment, graph-based methods, multimodal fusion, user interactions, social dynamics","Women are twice as likely as men to face online harassment due to their gender. Despite recent advances in multimodal content moderation, most approaches still overlook the social dynamics behind this phenomenon. Graph-based methods offer a promising way to capture such interactions, yet existing solutions remain limited by heuristic graph construction, shallow modality fusion, and instance-level reasoning. This work presents MEMEWEAVER, an end-to-end trainable multimodal framework for detecting sexism and misogyny through a novel inter-meme graph reasoning mechanism. It systematically evaluates multiple visual-textual fusion strategies and shows that the approach consistently outperforms state-of-the-art base-lines on the MAMI and EXIST benchmarks, while achieving faster training convergence. Further analyses reveal that the learned graph structure captures semantically meaningful patterns, offering valuable insights into the relational nature of online hate.",11.99,Qwen2.5-3B,Apple M1 (Metal)
2601.08690v1_All Required In Order Phase-Level Evaluation for A.pdf,Phase-Level Evaluation for AI–Human Dialogue in Healthcare and Beyond,"Shubham Kulkarni, Alexander Lyzhov, Shiva Chaitanya, Preetam Joshi",,,"Conversational AI, Clinical Compliance, Healthcare Evaluation, HIPAA Compliance, AI Ethics","This paper introduces Obligatory-Information Phase Structured Compliance Evaluation (OIP-SCE), an evaluation method that checks whether every required clinical obligation is met in the right order with clear evidence for clinicians to review. The method aims to make complex rules practical and auditable, closing the gap between technical progress and healthcare needs. Demonstrated in two case studies (respiratory history, benefits verification), OIP-SCE turns policy into shared, actionable steps, providing a single, auditable evaluation surface that aligns AI capability with clinical workflow and supports routine, safe use.",11.4,Qwen2.5-3B,Apple M1 (Metal)
2601.08697v2_Auditing Student-AI Collaboration A Case Study of .pdf,Auditing Student–AI Collaboration: A Case Study of Online Graduate CS Students,Nifu Dan,10.1145/XXXXXXX.XXXXXXX,,"AI in education, human–AI collaboration, student agency, automation preferences, generative AI, academic integrity, HCAI","This study examines student preferences for and actual usage of AI across 12 academic tasks, capturing perceived benefits, risks, and preferred boundaries. It aims to identify gaps between existing AI affordances and students' normative expectations of collaboration, informing the development of more effective and trustworthy AI systems for education.",10.52,Qwen2.5-3B,Apple M1 (Metal)
2601.08703v1_Evaluating the Ability of Explanations to Disambig.pdf,Evaluating the Ability of Explanations to Disambiguate Models in a Rashomon Set,"Kaivalya Rawal, Eoin Delaney, Zihao Fu, Sandra Wachter, Chris Russell",10.1145/3715275.3732219,,"Explainable AI, Model Disambiguation, Rashomon Set, Feature Importance, Fairness","This paper evaluates the ability of explanations to disambiguate models in a Rashomon set, focusing on local feature-importance explanations for tabular data models. It proposes three principles of explanation evaluation and a new method AXE to assess the quality of these explanations. The authors illustrate how evaluation metrics based on comparing model explanations against ideal ground truth explanations can obscure behavioral differences within a Rashomon set. They also discuss the adversarial fairwashing of explanations and how AXE can detect this issue with a 100% success rate.",11.68,Qwen2.5-3B,Apple M1 (Metal)
2601.08713v1_Real-Time Localization Framework for Autonomous Ba.pdf,Real-Time Localization Framework for Autonomous Basketball Robots,"Naren Medarametla, Sreejon Mondal",,,"Robot Localization, Autonomous Navigation, Neural Networks, Robocon",This paper proposes a hybrid localization algorithm that integrates classical techniques with learning-based methods relying solely on visual data from the court's floor to achieve self-localization on the basketball field for Robocon 2025.,9.65,Qwen2.5-3B,Apple M1 (Metal)
2601.08731v1_Learning from Demonstrations via Capability-Aware .pdf,Learning from Demonstrations via Capability-Aware Goal Sampling,"Yuanlin Duan, Rutgers University, yw895@cs.rutgers.edu, Yuning Wang, Rutgers University, yw895@cs.rutgers.edu, Wenjie Qiu, Rutgers University, wq37@cs.rutgers.edu, He Zhu, Rutgers University, hz375@cs.rutgers.edu",10.13039/1000115607044,2601.08731,"Imitation Learning, Goal Sampling, Capability-Aware, Reinforcement Learning","Despite the promise of imitation learning, it often fails in long-horizon environments where perfect replication of demonstrations is unrealistic and small errors can accumulate catastrophically. Cago (Capability-Aware Goal Sampling) is a novel method that dynamically tracks the agent’s competence along expert trajectories and uses this signal to select intermediate steps—goals that are just beyond the agent’s current reach—to guide learning, resulting in an adaptive curriculum that enables steady progress toward solving the full task.",12.44,Qwen2.5-3B,Apple M1 (Metal)
2601.08732v1_ISLA A U-Net for MRI-based acute ischemic stroke l.pdf,"ISLA: A U-Net for MRI-based acute ischemic stroke lesion segmentation with deep supervision, attention, domain adaptation, and ensemble learning","Vincent Rocaa, Martin Bretzner, Hilde Henon, Laurent Puy, Grégory Kuchcinski, Renaud Lopes",Not found,Not found,"stroke, ischemic stroke, MRI, lesion segmentation, deep learning, U-Net, deep supervision, attention, domain adaptation, ensemble learning","Accurate delineation of acute ischemic stroke lesions in MRI is critical for clinical decision-making. ISLA is a new deep learning model for AIS lesion segmentation from diffusion MRI, trained on three multicenter databases totaling more than 1500 AIS participants. Through systematic optimization of the loss function, convolutional architecture, deep supervision, and attention mechanisms, ISLA developed a robust segmentation framework and outperformed two state-of-the-art approaches on an external test set.",11.0,Qwen2.5-3B,Apple M1 (Metal)
2601.08734v1_TerraFormer Automated Infrastructure-as-Code with .pdf,TerraFormer: Automated Infrastructure-as-Code with LLMs Fine-Tuned via Policy-Guided Verifier Feedback,"Prithwish Jana∗, Sam Davidson, Bhavana Bhasker, Andrey Kan, Anoop Deoras, Laurent Callot",10.1145/3786583.3786898,,"Infrastructure as Code (IaC), IaC generation, IaC mutation, Neuro-symbolic AI, Large language models, Formal Verification","Automating Infrastructure-as-Code (IaC) is challenging, and large language models (LLMs) often produce incorrect configurations from natural language (NL). We present TerraFormer, a neuro-symbolic framework for IaC generation and mutation that combines supervised fine-tuning with verifier-guided reinforcement learning, using formal verification tools to provide feedback on syntax, deployability, and policy compliance. Evaluations against 17 state-of-the-art LLMs, including ∼50× larger models like Sonnet 3.7, DeepSeek-R1, and GPT-4.1, show that TerraFormer improves correctness over its base LLM by 15.94% on IaC-Eval, 11.65% on TF-Gen(Test), and 19.60% on TF-Mutn(Test). It outperforms larger models on both TF-Gen(Test) and TF-Mutn(Test), ranks third on IaC-Eval, and achieves top best-practices and security compliance.",12.11,Qwen2.5-3B,Apple M1 (Metal)
2601.08743v1_TableCache Primary Foreign Key Guided KV Cache Pre.pdf,TableCache: Primary Foreign Key Guided KV Cache Precomputation for Low Latency Text-to-SQL,"Jinbo Su, Yuxuan Hu, Cuiping Li, Hong Chen, Jia Li, Lintao Ma, Jing Zhang*",Not provided,Not provided,"Text-to-SQL, KV cache, Low latency, Database, Natural Language Processing",This paper proposes a method to precompute table representations as KV caches offline and query the required ones online to address the inefficiency of redundant prefix cache copies generated by current inference engines when processing user queries with varying table orders. The approach preserves primary foreign key relationships and uses a Table Trie structure for efficient KV cache lookups during inference. The proposed TableCache achieves up to a 3.62× speedup in Time to First Token (TTFT) with negligible performance degradation.,11.5,Qwen2.5-3B,Apple M1 (Metal)
2601.08747v2_To Retrieve or To Think An Agentic Approach for Co.pdf,T o Retrieve or T o Think? An Agentic Approach for Context Evolution,"Rubing Chen, Jian Wang, Wenjie Li, Xiao-Yong Wei, Qing Li",,,"context evolution, agentic approach, retrieval-augmented generation, human metacognition","Current context augmentation methods, such as retrieval-augmented generation, are essential for solving knowledge-intensive reasoning tasks. However, they typically adhere to a rigid, brute-force strategy that executes retrieval at every step, leading to unnecessary computational costs and performance degradation. To address these limitations, Agentic Context Evolution (ACE) is introduced, a framework inspired by human metacognition that dynamically determines whether to seek new evidence or reason with existing knowledge. ACE employs a central orchestrator agent to make decisions strategically via majority voting, alternating between activating a retriever agent for external retrieval and a reasoner agent for internal analysis and refinement. By eliminating redundant retrieval steps, ACE maintains a concise and evolved context. Extensive experiments on challenging multi-hop QA benchmarks demonstrate that ACE significantly outperforms competitive baselines in accuracy while achieving efficient token consumption.",11.89,Qwen2.5-3B,Apple M1 (Metal)
2601.08753v1_Grid-Aware Charging and Operational Optimization f.pdf,Grid-Aware Charging and Operational Optimization for Mixed-Fleet Public Transit,"Rishav Sen, Amutheezan Sivagnanam, Aron Laszka, Ayan Mukhopadhyay, Abhishek Dubey",,,"Electric buses, Public transit, Mixed fleet, Optimization, Hierarchical MILP, Dynamic pricing, Vehicle capacity, Route constraints","This paper presents a comprehensive mixed-integer linear programming (MILP) model to address the challenges of managing mixed fleets of electric and diesel buses in public transit systems, considering factors such as dynamic electricity pricing, vehicle capacity, and route constraints. The model aims to optimize charging schedules and trip assignments while ensuring reliable route service and accommodating all commuters.",11.43,Qwen2.5-3B,Apple M1 (Metal)
2601.08768v1_AI as Entertainment.pdf,AI as Entertainment,"Cody Kommers, Ari Holtzman",XXXXXXX.XXXXXXX,,"Generative AI, Entertainment, Culture, AI impact, Societal Impact","This paper examines the emerging use case of AI in entertainment, highlighting the potential for AI-generated content to become a primary business model for major AI corporations. It argues for a new framework, 'thick entertainment,' to evaluate AI-generated cultural content, considering its role in meaning-making, identity formation, and social connection.",10.55,Qwen2.5-3B,Apple M1 (Metal)
2601.08773v1_Reliable Graph-RAG for Codebases AST-Derived Graph.pdf,Reliable Graph-RAG for Codebases: AST-Derived Graphs vs LLM-Extracted Knowledge Graphs,Manideep Reddy Chinthareddy,Not found,2601.08773,"Software Engineering, Graph-RAG, Codebases, AST-Derived Graphs, LLM-Extracted Knowledge Graphs, Retrieval-Augmented Generation, Vector Similarity Search, Multi-hop Reasoning, Controller→Service→Repository Chains, Interface-driven Wiring, Inheritance-based Behavior","This paper benchmarks three retrieval pipelines on Java codebases, comparing a No-Graph Naive RAG, an LLM-Generated Knowledge Graph RAG, and a deterministic AST-derived Knowledge Graph RAG. It reports indexing overhead, query-time latency, corpus coverage signals, and end-to-end cost.",12.32,Qwen2.5-3B,Apple M1 (Metal)
2601.08776v1_Translating Light-Sheet Microscopy Images to Virtu.pdf,Translating Light-Sheet Microscopy Images to Virtual H&E Using CycleGAN,Yanhua Zhao,Not found,Not found,"Histopathology, image translation, H&E staining, unpaired learning, CycleGAN","Histopathology analysis relies on Hematoxylin and Eosin (H&E) staining, but fluorescence microscopy offers complementary information. Converting fluorescence images to H&E-like appearance can aid interpretation and integration with standard workflows. This paper presents a Cycle-Consistent Adversarial Network (CycleGAN) approach for unpaired image-to-image translation from multi-channel fluorescence microscopy to pseudo H&E stained histopathology images.",11.39,Qwen2.5-3B,Apple M1 (Metal)
2601.08777v1_Asymptotic Universal Alignment A New Alignment Fra.pdf,Asymptotic Universal Alignment: A New Alignment Framework via Test-Time Scaling,"Yang Cai*, Weiqiang Zheng*",Not found,2601.08777v1,"alignment, universal alignment, test-time scaling, robust alignment","This paper formalizes an ideal notion of universal alignment through test-time scaling, introducing (k, f(k))-robust alignment and asymptotic universal alignment (U-alignment). It characterizes the optimal convergence rate and proposes a family of symmetric multi-player alignment games to achieve optimal robust alignment.",12.49,Qwen2.5-3B,Apple M1 (Metal)
2601.08778v3_Pervasive Annotation Errors Break Text-to-SQL Benc.pdf,Pervasive Annotation Errors Break Text-to-SQL Benchmarks and Leaderboards,"Tengjun Jin, Yoojin Choi, Yuxuan Zhu, Daniel Kang",Not provided,Not provided,"Text-to-SQL, Benchmarking, Annotation Errors, Leaderboards","Researchers have proposed numerous text-to-SQL techniques to streamline data analytics and accelerate the development of data-driven applications. To compare these techniques and select the best one for deployment, the community depends on public benchmarks and their leaderboards. However, these benchmarks heavily rely on human annotations during question construction and answer evaluation, leading to annotation errors. This paper conducts an empirical study to benchmark annotation error rates for two widely used text-to-SQL benchmarks, BIRD and Spider 2.0-Snow, and corrects a subset of the BIRD development set to measure the impact of annotation errors on text-to-SQL agent performance and leaderboard rankings.",11.19,Qwen2.5-3B,Apple M1 (Metal)
2601.08785v1_Uncovering Political Bias in Large Language Models.pdf,Uncovering Political Bias in Large Language Models using Parliamentary Voting Records,"Jieying Chen, Karen de Jong, Andreas Poole, Jan Burakowski, Elena Elderson Nosti, Joep Windt, Chendi Wang","XXX '26, XX, XX",XXXXXX,"Political bias, Large language models, Ideological alignment, Multilingual NLP, Benchmarking, Bias evaluation, Parliamentary motions, LLM fairness","This paper introduces a methodology for constructing political-bias benchmarks by aligning model-generated voting predictions with verified parliamentary voting records. It applies this methodology to three national case studies and assesses ideological tendencies and political entity bias in LLM behavior. The findings highlight the value of transparent, cross-national evaluation grounded in real parliamentary behavior for understanding and auditing political bias in modern LLMs.",11.37,Qwen2.5-3B,Apple M1 (Metal)
2601.08806v1_APEX-SWE.pdf,APEX–SWE: A Benchmark for Assessing Frontier AI Models in Software Engineering,"Abhi Kottamasu1∧, Akul Datta1∧, Aakash Barthwal1, Ajay Arun1, Chirag Mahapatra1, Adarsh Hiremath1, Brendan Foody1, Bertie Vidgen1∗",Not found,2601.08806,"AI Productivity Index, Software Engineering, Frontier AI Models, Integration Tasks, Observability Tasks, Epistemic Reasoning, Agency","This paper introduces APEX–SWE, a benchmark for evaluating frontier AI models in software engineering. Unlike existing evaluations, it assesses two novel task types: Integration tasks and Observability tasks, which reflect real-world software engineering. Eight frontier models are evaluated, and Gemini 3 Pro performs best with a Pass@1 score of 25%. The analysis shows that strong performance is driven by epistemic reasoning and agency.",12.28,Qwen2.5-3B,Apple M1 (Metal)
2601.08807v1_S3-CLIP Video Super Resolution for Person-ReID.pdf,S3-CLIP: Video Super Resolution for Person-ReID,"Tam´as Endrei, Gy¨orgy Cserey",Not found,Not found,"person re-identification, video super-resolution, CLIP, DINO, WACV 2026","This paper introduces S3-CLIP, a video super-resolution-based CLIP-ReID framework developed for the VReID-XFD challenge at WACV 2026. The proposed method integrates recent advances in super-resolution networks with task-driven super-resolution pipelines, adapting them to the video-based person re-identification setting. Experimental results demonstrate performance competitive with the baseline, achieving 37.52% mAP in aerial-to-ground and 29.16% mAP in ground-to-aerial scenarios.",10.99,Qwen2.5-3B,Apple M1 (Metal)
2601.08808v1_Multiplex Thinking Reasoning via Token-wise Branch.pdf,Multiplex Thinking: Reasoning via Token-wise Branch-and-Merge,"Yao Tang, Li Dong, Yaru Hao, Qingxiu Dong, Furu Wei, Jiatao Gu",Not found,2601.08808,"Large Language Models, Chain-of-Thought, Reinforcement Learning, Continuous Tokens, Soft Reasoning","Proposes Multiplex Thinking, a stochastic soft reasoning mechanism that samples candidate tokens and aggregates their embeddings into a single continuous multiplex token, optimizing with on-policy reinforcement learning and producing shorter sequences than discrete CoT and RL baselines across challenging math reasoning benchmarks.",10.87,Qwen2.5-3B,Apple M1 (Metal)
2601.08811v1_Reasoning Matters for 3D Visual Grounding.pdf,Reasoning Matters for 3D Visual Grounding,"Hsiang-Wei Huang, Kuang-Ming Chen, Wenhao Chai, Cheng-Yen Yang, Jen-Hao Cheng, Jenq-Neng Hwang",,,"3D visual grounding, Large Language Models, Reasoning, Synthetic Data, LLM fine-tuning","The recent development of Large Language Models (LLMs) with strong reasoning ability has driven research in various domains such as mathematics, coding, and scientific discovery. However, 3D visual grounding remains challenging due to the limited reasoning ability of recent models. This work proposes a 3D visual grounding data pipeline capable of automatically synthesizing 3D visual grounding data along with corresponding reasoning processes, and introduces Reason3DVG-8B, a strong 3D visual grounding LLM that outperforms previous methods using only 1.6% of their training data.",11.22,Qwen2.5-3B,Apple M1 (Metal)
2601.08816v2_MemRec Collaborative Memory-Augmented Agentic Reco.pdf,MemRec: Collaborative Memory-Augmented Agentic Recommender System,"Weixin Chen, Yuhan Zhao, Jingyuan Huang, Zihe Ye, Clark Mingxuan Ju, Tong Zhao, Neil Shah",,,"Recommender Systems, Semantic Memory, Collaborative Filtering, Large Language Models, Memory Augmentation, Efficient Memory Management","MemRec is a framework that decouples reasoning from memory management to enable efficient collaborative augmentation of semantic memory in agentic recommender systems. It introduces a dedicated, cost-effective LMMem to manage a dynamic collaborative memory graph, serving synthesized, high-signal context to a downstream LLMRec. Extensive experiments on four benchmarks demonstrate state-of-the-art performance.",10.67,Qwen2.5-3B,Apple M1 (Metal)
2601.08828v1_Motion Attribution for Video Generation.pdf,Motion Attribution for Video Generation,"Xindi Wu, Despoina Paschalidou, Jun Gao, Antonio Torralba, Laura Leal-Taixé, Olga Russakovsky, Sanja Fidler, Jonathan Lorraine",Not found,Not found,"video generation, motion attribution, data attribution, gradient-based, temporal dynamics, fine-tuning","Presenting Motive, a motion-centric, gradient-based data attribution framework that scales to modern, large, high-quality video datasets and models. Motive isolates temporal dynamics from static appearance via motion-weighted loss masks, enabling efficient and scalable motion-specific influence computation. It identifies clips that strongly affect motion and guides data curation for improved temporal consistency and physical plausibility. Motive improves motion smoothness and dynamic degree on VBench compared to a pretrained base model.",11.29,Qwen2.5-3B,Apple M1 (Metal)
2601.08829v1_Modeling LLM Agent Reviewer Dynamics in Elo-Ranked.pdf,Modeling LLM Agent Reviewer Dynamics in Elo-Ranked Review System,"Hsiang-Wei Huang*, Junbin Lu*",,,"Large Language Model, Peer Review, Elo Rating, Simulation","This work explores the dynamics of Large Language Model (LLM) agent reviewers in an Elo-ranked review system using real-world conference paper submissions. It compares a baseline setting with conditions that incorporate Elo ratings and reviewer memory, showcasing improvements in Area Chair decision accuracy and adaptive review strategies. The code is available at https://github.com/hsiangwei0903/EloReview.",10.26,Qwen2.5-3B,Apple M1 (Metal)
2601.08873v1_ForensicFormer Hierarchical Multi-Scale Reasoning .pdf,ForensicFormer: Hierarchical Multi-Scale Reasoning for Cross-Domain Image Forgery Detection,"Hema Hariharan, Samson",Not found,Not found,"Image forensics, forgery detection, transformers, cross-domain generalization, AI-generated images, hierarchical reasoning","The paper presents ForensicFormer, a hierarchical multi-scale framework for cross-domain image forgery detection. Unlike prior single-paradigm approaches, ForensicFormer maintains 86.8% average accuracy across seven diverse test sets, significantly improving over state-of-the-art universal detectors. It demonstrates superior robustness to JPEG compression and provides pixel-level forgery localization.",10.88,Qwen2.5-3B,Apple M1 (Metal)
2601.08874v1_The Illusion of Friendship Why Generative AI Deman.pdf,The Illusion of Friendship: Why Generative AI Demands Unprecedented Ethical Vigilance,Md Zahidul Islam,,,"Generative AI, Ethics, Friendship, Emotional Attachment, Transformer Models","This paper explores the ethical implications of Generative AI systems, particularly ChatGPT, which can blur the line between tool and companion. It discusses the potential for users to form emotionally significant attachments to these systems, which can lead to harmful consequences. The paper argues for a safeguard framework to mitigate over-reliance and emotional misattribution.",10.99,Qwen2.5-3B,Apple M1 (Metal)
2601.08875v2_Learning Domain-Invariant Representations for Cros.pdf,Learning Domain-Invariant Representations for Cross-Domain Image Registration via Scene-Appearance Disentanglement,"Jiahao Qin∗†, Yiwen Wang∗",Not found,Not found,"Image Registration, Domain Shift, Scene Appearance, Disentanglement, Cross-Domain","This paper proposes SAR-Net, a unified framework for image registration under domain shift. The key insight is that observed images can be decomposed into domain-invariant scene representations and domain-specific appearance codes, enabling registration via re-rendering rather than direct intensity matching. The method achieves a median relative Target Registration Error (rTRE) of 0.25% on the ANHIR benchmark, outperforming the state-of-the-art MEVIS method by 7.4%.",11.15,Qwen2.5-3B,Apple M1 (Metal)
2601.08881v1_TAG-MoE Task-Aware Gating for Unified Generative M.pdf,TAG-MoE: Task-Aware Gating for Unified Generative Mixture-of-Experts,"Yu Xu1,2†, Hongbin Yan1, Juan Cao1, Yiji Cheng2, Tiankai Hang2, Runze He2, Zijin Yin2, Shiyi Zhang2, Yuxin Zhang1, Jintao Li1, Chunyu Wang2‡, Qinglin Lu2, Tong-Yee Lee3, Fan Tang1§",https://doi.org/10.1101/2601.08881v1,2601.08881,"Unified image generation, Generative Mixture-of-Experts, Task-aware gating, Dense diffusion transformers, Task interference","This paper proposes a novel framework to inject semantic intent into MoE routing, enabling a diffusion transformer model to handle diverse generative tasks without task interference.",12.28,Qwen2.5-3B,Apple M1 (Metal)
2601.08882v1_Compressing Vision Transformers in Geospatial Tran.pdf,Compressing Vision Transformers in Geospatial,"Thomas Snyder, H. Lexie Yang, Stefan Schnake, Steffen Schotthöfer",Not found,2601.08882,"geospatial, vision transformers, transfer learning, compression, manifold-constrained optimization","Deploying geospatial foundation models on resource-constrained edge devices demands compact architectures that maintain high downstream performance. This work leverages manifold-constrained optimization framework DLRT to compress large vision transformer-based geospatial foundation models during transfer learning, achieving strong compression while preserving task-specific accuracy.",11.73,Qwen2.5-3B,Apple M1 (Metal)
2601.08884v1_Bridging the Gap Empowering Small Models in Reliab.pdf,Bridging the Gap: Empowering Small Models in Reliable OpenACC-based Parallelization via GEPA-Optimized Prompting,"Samyak Jhaveri, Cristina V. Lopes",Not found,Not found,"OpenACC, parallel programming, large language models, prompt optimization, high-performance computing, GPU programming","This work presents a systematic prompt optimization approach to enhance OpenACC pragma generation without prohibitive computational costs associated with LLM post-training. It uses the GEPA framework to iteratively evolve prompts through a reflective feedback loop, guided by expertly curated 'gold' pragma examples and structured feedback based on clause and parameter-level mismatches. The evaluation on the PolyBench suite shows significant improvements in compilation success rates and functional GPU speedups for smaller, cheaper models, demonstrating the potential of smaller, cheaper LLMs to write stable and effective GPU-offloading directives.",11.77,Qwen2.5-3B,Apple M1 (Metal)
2601.08891v1_Attention Consistency Regularization for Interpret.pdf,Attention Consistency Regularization for Interpretable Early-Exit Neural Networks,"Yanhua Zhao, KIS*MED (AI Systems in Medicine), Technische Universitat Darmstadt",,,"Early exit networks, explainable AI, attention mechanisms, multi-objective learning","This paper presents Explanation-Guided Training (EGT), a multi-objective framework that improves interpretability and consistency in early-exit neural networks through attention-based regularization. EGT introduces an attention consistency loss that aligns early-exit attention maps with the final exit. Experiments on a real-world image classification dataset demonstrate that EGT achieves up to 98.97% overall accuracy with a 1.97× inference speedup through early exits, while improving attention consistency by up to 18.5% compared to baseline models.",11.56,Qwen2.5-3B,Apple M1 (Metal)
2601.08892v1_Evaluating Role-Consistency in LLMs for Counselor .pdf,Evaluating Role-Consistency in LLMs for Counselor Training,"Eric Rudolph, Natalie Engert, Jens Albrecht",Not found,2601.08892,"Counseling, Chatbot, LargeLanguageModel, PersonaConsistency, EducationalRole-Play","The rise of online counseling services has highlighted the need for effective training methods for future counselors. This paper extends research on VirCo, a Virtual Client for Online Counseling, designed to complement traditional role-playing methods in academic training by simulating realistic client interactions. The study focuses on evaluating the role consistency and coherence of the Vicuna model’s responses, comparing these findings with earlier research. Additionally, it assesses and compares various open-source LLMs for their performance in sustaining role consistency during virtual client interactions.",12.17,Qwen2.5-3B,Apple M1 (Metal)
