filename,title,authors,doi,arxiv_id,keywords,summary,tps,model,platform
2601.07973v1_Cultural Compass A Framework for Organizing Societ.pdf,Cultural Compass: A Framework for Organizing Societal Norms to Detect Violations in Human-AI Conversations,"Myra Cheng, Vinodkumar Prabhakaran, Alice Oh, Hayk Stepanyan, Aishwarya Verma, Charu Kalia, Erin MacMurray van Liemt, Sunipa Dev",,arXiv:2601.07973v1,"Generative AI, Sociocultural norms, Natural Language Processing, Cultural alignment, Human-AI interaction","This paper introduces a taxonomy of norms to evaluate AI models' adherence to sociocultural norms in human-AI interactions, highlighting the need for nuanced and context-sensitive evaluation.",3.25,Phi-4,Apple M1 (Metal)
2601.07988v1_From Word Sequences to Behavioral Sequences Adapti.pdf,From Word Sequences to Behavioral Sequences: Adapting Modeling and Evaluation Paradigms for Longitudinal NLP,"Adithya V Ganesan, Vasudha Varadarajan, Oscar NE Kjell, Whitney R Ringwald, Scott Feltman, Benjamin J Luft, Roman Kotov, Ryan L Boyd, H Andrew Schwartz",,,"NLP, longitudinal studies, behavioral sequences, evaluation paradigms, mental health, PTSD, daily diary transcripts","This paper proposes a longitudinal modeling and evaluation paradigm for NLP that updates the NLP pipeline to better handle person-indexed, time-ordered behavioral sequences, addressing issues with traditional document-level evaluation.",3.37,Phi-4,Apple M1 (Metal)
2601.07994v2_DYCP Dynamic Context Pruning for Long-Form Dialogu.pdf,DYCP: Dynamic Context Pruning for Long-Form Dialogue with LLMs,"Nayoung Choi, Jonathan Zhang, Jinho D. Choi",,,"Large Language Models, context management, dialogue systems, context pruning, long-form dialogue","DYCP is a lightweight context management method that dynamically segments and retrieves relevant memory at query time, improving answer quality and reducing response latency in long-form dialogues.",2.77,Phi-4,Apple M1 (Metal)
2601.08000v1_Reasoning over Precedents Alongside Statutes Case-.pdf,Reasoning over Precedents Alongside Statutes: Case-Augmented Deliberative Alignment for LLM Safety,"Can Jin, Rui Wu, Tong Che, Qixin Zhang, Hongwu Peng, Jiahui Zhao, Zhenting Wang, Wenqi Wei, Ligong Han, Zhao Zhang, Yuan Cao, Ruixiang Tang, Dimitris N. Metaxas",,,"LLM Safety, Deliberative Alignment, Case-Augmented Reasoning, Reinforcement Learning, Safety Principles, Open-Source LLMs","This paper evaluates the impact of case-augmented reasoning over extensive safety codes for LLMs, proposing a method that enhances safety without compromising helpfulness.",3.13,Phi-4,Apple M1 (Metal)
2601.08003v1_LLM Review Enhancing Creative Writing via Blind Pe.pdf,LLM Review: Enhancing Creative Writing via Blind Peer Review Feedback,"Weiyue Li, Mingxiao Song, Zhenda Shen, Dachuan Zhao, Yunfan Long, Yi Li, Yongce Li, Ruyi Yang, Mengyu Wang",,,"Large Language Models, Creative Writing, Blind Peer Review, Multi-Agent Frameworks, Content Homogenization, SciFi-100 Dataset, LLM-as-a-judge Scoring, Human Annotation, Rule-Based Novelty Metrics","LLM Review introduces a peer-review-inspired framework that enhances creative writing by allowing agents to exchange feedback while revising independently, preserving divergent creative trajectories.",3.26,Phi-4,Apple M1 (Metal)
2601.08005v1_Internal Deployment Gaps in AI Regulation.pdf,Internal Deployment Gaps in AI Regulation,"JOE KWON, STEPHEN CASPER",,,"AI regulation, internal deployment, AI systems, oversight, regulatory gaps","This paper examines how frontier AI regulations in the United States and European Union in 2025 handle internal deployment, identifying gaps that could cause internally-deployed systems to evade intended oversight.",2.78,Phi-4,Apple M1 (Metal)
2601.08011v1_TP-Blend Textual-Prompt Attention Pairing for Prec.pdf,TP-Blend: Textual-Prompt Attention Pairing for Precise Object-Style Blending in Diffusion Models,"Xin Jin, Yichuan Zhong, Yapeng Tian",,arXiv:2601.08011v1,"text-conditioned diffusion editors, object replacement, style blending, attention processors, optimal transport, self-attention, image editing, diffusion models","TP-Blend is a framework that uses two complementary attention processors to achieve precise object-style blending in diffusion models, enabling high-resolution, photo-realistic edits with control over both content and appearance.",3.12,Phi-4,Apple M1 (Metal)
2601.08017v1_Representations of Text and Images Align From Laye.pdf,Representations of Text and Images Align From Layer One,"Evˇzen Wybitul, Javier Rando, Florian Tram`er, Stanislav Fort",,arXiv:2601.08017v1,"vision-language models, adapter-based models, image-text alignment, DeepDream, model interpretability","The study demonstrates that representations of images and text descriptions in adapter-based vision-language models are aligned from the first layer, challenging the belief that such alignment only appears in later layers.",3.15,Phi-4,Apple M1 (Metal)
2601.08026v2_FigEx2 Visual-Conditioned Panel Detection and Capt.pdf,FigEx2: Visual-Conditioned Panel Detection and Captioning for Scientific Compound Figures,"Jifeng Song, Arun Das, Pan Wang, Hui Ji, Kun Zhao, Yufei Huang",,,"panel detection, captioning, scientific figures, compound figures, multimodal consistency, reinforcement learning, CLIP-based alignment, BERTScore","FigEx2 is a visual-conditioned framework that localizes panels and generates panel-wise captions from scientific compound figures, using a noise-aware gated fusion module and a staged optimization strategy for improved multimodal consistency.",3.08,Phi-4,Apple M1 (Metal)
2601.08043v1_The Role of Noisy Data in Improving CNN Robustness.pdf,The Role of Noisy Data in Improving CNN Robustness for Image Classification,"Oscar H. Ramírez-Agudelo, Nicoleta Gorea, Aliza Reif, Lorenzo Bonasera, Michael Karl",,,"deep learning, CNNs, data quality, CIFAR-10, noise injection, image classification, model robustness","This paper investigates the effect of introducing controlled noise into training data to improve the robustness of CNNs for image classification, demonstrating that incorporating noisy data can enhance model performance under corrupted test conditions.",3.26,Phi-4,Apple M1 (Metal)
2601.08049v1_Integrating Attendance Tracking and Emotion Detect.pdf,Integrating Attendance Tracking and Emotion Detection for Enhanced Student Engagement in Smart Classrooms,"Keith Ainebyona, Ann Move Oguti, Joseph Walusimbi, Ritah Kobusingye",,,"Affective computing, Attendance automation, Emotion detection, IoT, Smart classroom","This paper presents SCASED, an IoT-based system that integrates automated attendance tracking with facial emotion recognition to support classroom engagement monitoring, achieving an emotion classification accuracy of 89.5%.",3.6,Phi-4,Apple M1 (Metal)
2601.08052v1_Forecast Aware Deep Reinforcement Learning for Eff.pdf,Forecast Aware Deep Reinforcement Learning for Efficient Electricity Load Scheduling in Dairy Farms,"Nawazish Ali, Rachael Shaw, Karl Mason",,arXiv:2601.08052v1,cs.AI,"This study proposes a Deep Reinforcement Learning framework for efficient load scheduling in dairy farms, focusing on battery storage and water heating under realistic operational constraints, achieving significant cost savings and reduced grid imports.",3.36,Phi-4,Apple M1 (Metal)
2601.08058v1_Reasoning Beyond Chain-of-Thought A Latent Computa.pdf,Reasoning Beyond Chain-of-Thought: A Latent Computational Mode in Large Language Models,"Zhenghao He, Guangzhi Xiong, Bohan Liu, Sanchit Sinha, Aidong Zhang",,,"Chain-of-Thought, Large Language Models, Sparse Autoencoders, Latent Features, Reasoning Behavior","This study identifies latent features in large language models that enable reasoning, showing that these can be activated without explicit Chain-of-Thought prompting, suggesting alternative mechanisms for reasoning beyond CoT.",2.96,Phi-4,Apple M1 (Metal)
2601.08065v1_A New Strategy for Verifying Reach-Avoid Specifica.pdf,A New Strategy for Verifying Reach-Avoid Specifications in Neural Feedback Systems,"Samuel I. Akinwande, Sydney M. Katz, Mykel J. Kochenderfer, Clark Barrett",,2601.08065v1,"neural feedback systems, reachability analysis, forward reachability, backward reachability, verification framework","This paper introduces new algorithms for computing over- and under-approximations of backward reachable sets in neural feedback systems, integrating them with forward analysis techniques for a unified verification framework.",3.38,Phi-4,Apple M1 (Metal)
2601.08070v1_Semantic Gravity Wells Why Negative Constraints Ba.pdf,Semantic Gravity Wells: Why Negative Constraints Backfire,Shailesh Rana,,,"negative constraints, language models, instruction-following, semantic pressure, mechanistic analysis","This paper investigates the failure of negative constraints in language models, introducing the concept of semantic pressure and identifying two distinct failure modes: priming and override failures.",2.66,Phi-4,Apple M1 (Metal)
2601.08079v1_MemoBrain Executive Memory as an Agentic Brain for.pdf,MemoBrain: Executive Memory as an Agentic Brain for Reasoning,"Hongjin Qian, Zhao Cao, Zheng Liu",,,"tool-augmented agents, executive memory, long-horizon reasoning, large language models, cognitive control","MemoBrain is an executive memory model for tool-augmented agents that constructs a dependency-aware memory over reasoning steps, enabling coherent, goal-directed reasoning over long horizons.",2.76,Phi-4,Apple M1 (Metal)
2601.08089v1_Q-realign Piggybacking Realignment on Quantization.pdf,Q-realign: Piggybacking Realignment on Quantization for Safe and Efficient LLM Deployment,"Qitao Tan, Xiaoying Song, Ningxi Cheng, Ninghao Liu, Xiaoming Zhai, Lingzi Hong, Yanzhi Wang, Zhen Xiang, Geng Yuan",,,"Large Language Models, Safety Alignment, Quantization, Post-hoc Defense, Fine-tuning, LLM Deployment","Q-realign is a post-hoc defense method based on post-training quantization that decouples safety alignment from fine-tuning, reducing unsafe behaviors while preserving task performance and computational efficiency.",3.12,Phi-4,Apple M1 (Metal)
2601.08094v1_Local-Global Feature Fusion for Subject-Independen.pdf,Local-Global Feature Fusion for Subject-Independent EEG Emotion Recognition,"Zheng Zhou, Isabella McEvoy, Camilo E. Valderrama",,,"EEG Emotion Recognition, Subject-Independent, Feature Fusion, Inter-Subject Variability, Transformer, Domain-Adversarial Regularization","This paper proposes a fusion framework integrating local and global EEG descriptors to improve subject-independent emotion recognition, achieving approximately 40% mean accuracy on the SEED-VII dataset.",3.09,Phi-4,Apple M1 (Metal)
2601.08104v1_High-Fidelity Modeling of Stochastic Chemical Dyna.pdf,HIGH-FIDELITY MODELING OF STOCHASTIC CHEMICAL DYNAMICS ON COMPLEX MANIFOLDS: A MULTI-SCALE SIREN-PINN FRAMEWORK FOR THE CURVATURE-PERTURBED GINZBURG-LANDAU EQUATION,"Julian Evan Chrisnanto, Salsabila Rahma Alia, Nurfauzi Fadillah, Yulison Herry Chrisnanto",,2601.08104v1,"Physics-Informed Neural Networks (PINNs), Spatiotemporal Chaos, Inverse Geometric Problems, Reaction-Diffusion Systems, Defect Turbulence, Riemann Manifold Learning","This work introduces a Multi-Scale SIREN-PINN architecture for modeling spatiotemporal chaos in reaction-diffusion systems on complex manifolds, achieving superior accuracy and enabling inverse geometric problem-solving.",3.47,Phi-4,Apple M1 (Metal)
2601.08107v1_STO-RL Offline RL under Sparse Rewards via LLM-Gui.pdf,STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order,"Chengyang Gu, Yuxin Pan, Hui Xiong, Yize Chen",10.1145/nnnnnnn.nnnnnnn,,"Offline RL, Temporal order, Large Language Models","STO-RL leverages large language models to generate temporally ordered subgoal sequences for offline RL, transforming sparse rewards into dense signals for efficient policy learning.",2.93,Phi-4,Apple M1 (Metal)
2601.08108v1_Debiasing Large Language Models via Adaptive Causa.pdf,Debiasing Large Language Models via Adaptive Causal Prompting with Sketch-of-Thought,"Bowen Li, Ziqi Xu, Jing Ren, Renqiang Luo, Xikun Zhang, Xiuzhen Zhang, Yongli Ren, Feng Xia",,,"Large Language Models, Adaptive Causal Prompting, Sketch-of-Thought, Chain-of-Thought, Causal Inference, Bias Mitigation, Natural Language Processing","The paper introduces an Adaptive Causal Prompting with Sketch-of-Thought (ACPS) framework to address token usage and generalisability issues in LLMs, demonstrating improved accuracy, robustness, and efficiency across reasoning tasks.",3.28,Phi-4,Apple M1 (Metal)
2601.08109v1_CSQL Mapping Documents into Causal Databases.pdf,Csql: Mapping Documents into Causal Databases,Sridhar Mahadevan,,arXiv:2601.08109v1,"Causality, Natural Language, Databases, SQL, AI, Machine Learning","Csql is a system that converts unstructured text documents into SQL-queryable causal databases, enabling causal analysis over document collections.",2.82,Phi-4,Apple M1 (Metal)
2601.08118v1_MirrorBench An Extensible Framework to Evaluate Us.pdf,MIRRORBENCH: AN EXTENSIBLE FRAMEWORK TO EVALUATE USER-PROXY AGENTS FOR HUMAN-LIKENESS,"Ashutosh Hathidara, Julien Yu, Vaishali Senthil, Sebastian Schreiber, Anil Babu Ankisettipalli",,,"large language models, user simulators, dialogue systems, evaluation frameworks, human-like interactions, LLM-based metrics","MIRRORBENCH is a reproducible, extensible benchmarking framework for evaluating user proxies' ability to produce human-like utterances across diverse conversational tasks, decoupled from downstream task success.",3.15,Phi-4,Apple M1 (Metal)
2601.08125v1_How vehicles change lanes after encountering crash.pdf,How vehicles change lanes after encountering crashes: Empirical analysis and modeling,"Kequan Chen, Yuxuan Wang, Pan Liu, Victor L. Knoop, David Z. W. Wang, Yu Han",,,,This paper presents an empirical analysis and modeling of how vehicles change lanes after encountering crashes.,3.83,Phi-4,Apple M1 (Metal)
2601.08127v1_PathoGen Diffusion-Based Synthesis of Realistic Le.pdf,PathoGen: Diffusion-Based Synthesis of Realistic Lesions in Histopathology Images,"Mohamad Koohi-Moghadam, Mohammad-Ali Nikouei Mahani, Kyongtae Tyler Bae",,,"histopathology, data augmentation, diffusion-based generative model, lesion synthesis, artificial intelligence, medical imaging","PathoGen is a diffusion-based generative model that synthesizes realistic lesions in histopathology images, enhancing AI model training by overcoming the scarcity of expert-annotated data.",3.37,Phi-4,Apple M1 (Metal)
2601.08128v1_Embedded AI Companion System on Edge Devices.pdf,Embedded AI Companion System on Edge Devices,"Rahul Gupta, Stephen Hsu",,2601.08128v1,"AI companion, edge devices, memory systems, computational constraints, low-latency, personalization, embedded hardware","This paper proposes a memory paradigm for AI companion systems on edge devices, balancing low-latency real-time dialog and computationally intensive memory maintenance to optimize user experience under hardware constraints.",2.83,Phi-4,Apple M1 (Metal)
2601.08133v1_How Do Optical Flow and Textual Prompts Collaborat.pdf,How Do Optical Flow and Textual Prompts Collaborate to Assist in Audio-Visual Semantic Segmentation?,"Peng Gao, Yujian Lee, Yongqi Xu, Wentao Fan",,,"Audio-visual semantic segmentation, optical flow, textual prompts, semantic analysis, segmentation mask, motion dynamics, visual-textual alignment","This paper introduces a novel collaborative framework, Stepping Stone Plus (SSP), which integrates optical flow and textual prompts to enhance audio-visual semantic segmentation by providing temporal context and cross-modal integration for precise segmentation.",2.89,Phi-4,Apple M1 (Metal)
2601.08139v1_Subspace Alignment for Vision-Language Model Test-.pdf,Subspace Alignment for Vision-Language Model Test-time Adaptation,"Zhichen Zeng, Wenxuan Bao, Xiao Lin, Ruizhong Qiu, Tianxin Wei, Xuying Ning, Yuchen Yan, Chen Luo, Monica Xiao Cheng, Jingrui He, Hanghang Tong",,,"Vision-Language Models, Test-time Adaptation, Subspace Alignment, Distribution Shifts, Zero-shot Predictions, Semantic Subspaces","SubTTA enhances zero-shot predictions for VLMs under distribution shifts by aligning semantic subspaces of visual and textual modalities, addressing modality gaps and visual noise.",3.15,Phi-4,Apple M1 (Metal)
2601.08141v1_Qalb Largest State-of-the-Art Urdu Large Language .pdf,Qalb: Largest State-of-the-Art Urdu Large Language Model for 230M Speakers with Systematic Continued Pre-training,"Muhammad Taimoor Hassan, Jawad Ahmed, Muhammad Awais",,,"Urdu language model, continued pre-training, low-resource NLP, LoRA, language adaptation","Qalb is a state-of-the-art Urdu language model developed through continued pre-training and fine-tuning, significantly improving performance on Urdu-specific tasks and demonstrating substantial advancements over existing models.",2.93,Phi-4,Apple M1 (Metal)
2601.08146v2_Mechanisms are Transferable Data-Efficient Low-Res.pdf,Mechanisms are Transferable: Data-Efficient Low-Resource Adaptation via Circuit-Targeted Supervised Fine-Tuning,"Khumaisa Nur’aini, Ayu Purwarianti, Alham Fikri Aji, Derry Wijaya",,,"low-resource adaptation, LLMs, circuit-targeted fine-tuning, cross-lingual tuning, catastrophic forgetting, mechanism-aware selection, sparse updates, mechanistic interpretability","This paper introduces Circuit-Targeted Supervised Fine-Tuning (CT-SFT) to adapt large language models to low-resource languages by identifying and updating a sparse set of task-relevant attention heads, improving cross-lingual accuracy while reducing catastrophic forgetting.",3.11,Phi-4,Apple M1 (Metal)
2601.08148v1_Enriching Semantic Profiles into Knowledge Graph f.pdf,Enriching Semantic Profiles into Knowledge Graph for Recommender Systems Using Large Language Models,"Seokho Ahn, Sungbok Shin, Young-Duk Seo",10.1145/3770854.3780324,,"Recommendation, Semantic Profiling, Large Language Models, Knowledge Graphs","This paper proposes a new recommendation model, SPiKE, which uses large language models to generate semantic profiles for knowledge graph entities, integrating these profiles to improve recommendation quality.",2.68,Phi-4,Apple M1 (Metal)
2601.08149v1_Dynamic Graph Structure Learning via Resistance Cu.pdf,Dynamic Graph Structure Learning via Resistance Curvature Flow,"Chaoqun Fei, Huanjiang Liu, Tinglve Zhou, Yan Yang Li, Tianyong Hao",,arXiv:2601.08149v1,"dynamic graph structure learning, resistance curvature flow, deep metric learning, manifold learning, graph structure learning","Introduces a novel and computationally efficient curvature flow based on effective resistance for geometric graph structure evolution, demonstrating improvements in representation quality and downstream performance with low runtime cost.",4.1,Phi-4,Apple M1 (Metal)
2601.08156v1_Project Synapse A Hierarchical Multi-Agent Framewo.pdf,Project Synapse: A Hierarchical Multi-Agent Framework with Hybrid Memory for Autonomous Resolution of Last-Mile Delivery Disruptions,"Arin Gopalan Yadav, Varad Dherange, Kumar Shivam",,2601.08156v1,"cs.AI, multi-agent systems, last-mile delivery, disruption management, hybrid memory architecture","This paper introduces Project Synapse, a novel agentic framework designed for the autonomous resolution of last-mile delivery disruptions using a hierarchical multi-agent architecture and a hybrid memory system.",3.68,Phi-4,Apple M1 (Metal)
2601.08160v1_SwiftMem Fast Agentic Memory via Query-aware Index.pdf,SwiftMem: Fast Agentic Memory via Query-aware Indexing,"Anxin Tian, Yiming Li, Xing Li, Hui-Ling Zhen, Lei Chen, Xianzhi Yu, Zhenhua Dong, Mingxuan Yuan",,,"agentic memory systems, LLM agents, query-aware indexing, temporal indexing, semantic indexing, memory management, vector databases, knowledge graphs","SwiftMem is a query-aware agentic memory system that achieves sub-linear retrieval through specialized indexing, significantly reducing latency and enabling practical deployment of memory-augmented LLM agents.",3.22,Phi-4,Apple M1 (Metal)
2601.08166v1_ZeroDVFS Zero-Shot LLM-Guided Core and Frequency A.pdf,ZeroDVFS: Zero-Shot LLM-Guided Core and Frequency Allocation for Embedded Platforms,"Mohammad Pivezhandi, Mahdi Banisharif, Abusayeed Saifullah, Ali Jannesari",,arXiv:2601.08166v1,"Dynamic voltage and frequency scaling, thermal management, energy efficiency, multi-agent reinforcement learning, embedded systems, LLM-guided allocation","This paper proposes a model-based hierarchical multi-agent reinforcement learning framework for thermal- and energy-aware scheduling on multi-core platforms, achieving significant improvements in energy efficiency and makespan over existing methods.",3.35,Phi-4,Apple M1 (Metal)
2601.08173v1_The Agents First Day Benchmarking Learning Explora.pdf,"The Agent’s First Day: Benchmarking Learning, Exploration, and Scheduling in the Workplace Scenarios","Daocheng Fu, Jianbiao Mei, Rong Wu, Xuemeng Yang, Jia Xu, Ding Wang, Pinlong Cai, Yong Liu, Licheng Wen, Botian Shi",,,"Multi-modal Large Language Models, workflow automation, dynamic task scheduling, active exploration, continuous learning, real-world deployment, Trainee-Bench, dynamic evaluation environment","This paper introduces Trainee-Bench, a dynamic evaluation environment for assessing agents in realistic, production-oriented scenarios, focusing on context-aware scheduling, active exploration, and continuous learning.",3.14,Phi-4,Apple M1 (Metal)
2601.08176v1_Prompt-Based Clarity Evaluation and Topic Detectio.pdf,Prompt-Based Clarity Evaluation and Topic Detection in Political Question Answering,"Lavanya Prahallad, Sai Utkarsh Choudarypally, Pragna Prahallad, Pranathi Prahallad",,,"Clarity evaluation, Prompt engineering, Political Question–Answering, Large language models, Chain-of-thought prompting","This paper explores the impact of prompt design on automatic clarity evaluation in political question answering, showing that GPT-5.2 outperforms GPT-3.5 with structured reasoning prompts.",3.12,Phi-4,Apple M1 (Metal)
2601.08179v1_Instruction-Driven 3D Facial Expression Generation.pdf,Instruction-Driven 3D Facial Expression Generation and Transition,"Anh H. Vo, Tae-Seok Kim, Hulin Jin, Soo-Mi Choi, Yong-Guk Kim",10.1109/TMM.2025,,"Instruction-Driven, Facial Expression, Transition, Controllable Avatar, CK+ and CelebV-HQ datasets","This study presents a framework for instruction-driven 3D facial expression generation and transition, leveraging multimodal data learning and a vertex reconstruction loss function to produce realistic facial expression sequences from text instructions.",3.04,Phi-4,Apple M1 (Metal)
2601.08183v2_GI-Bench A Panoramic Benchmark Revealing the Knowl.pdf,GI-Bench: A Panoramic Benchmark Revealing the Knowledge-Experience Dissociation of Multimodal Large Language Models in Gastrointestinal Endoscopy Against Clinical Standards,"Yan Zhu, Te Luo, Pei-Yao Fu, Zhen Zhang, Zi-Long Wang, Yi-Fan Qu, Zi-Han Geng, Jia-Qi Xu, Lu Yao, Li-Yun Ma, Wei Su, Wei-Feng Chen, Quan-Lin Li, Shuo Wang, Ping-Hong Zhou",,,"Multimodal Large Language Models, Gastrointestinal Endoscopy, Clinical Workflow, Benchmarking, Medical Imaging","This study evaluates the performance of state-of-the-art Multimodal Large Language Models (MLLMs) in gastrointestinal endoscopy against human endoscopists using a comprehensive benchmark, GI-Bench.",3.96,Phi-4,Apple M1 (Metal)
2601.08185v1_Autonomous Materials Exploration by Integrating Au.pdf,Autonomous Materials Exploration by Integrating Automated Phase Identification and AI-Assisted Human Reasoning,"Ming-Chiang Chang, Maximilian Amsler, Duncan R. Sutherland, Sebastian Ament, Katie R. Gann, Lan Zhou, Louisa M. Smieska, Arthur R. Woll, John M. Gregoire, Carla P. Gomes, R. Bruce van Dover, Michael O. Thompson",,,"autonomous experimentation, materials development, artificial intelligence, modular robotic platforms, phase identification, human-in-the-loop, materials synthesis, active learning, oxide materials, lateral-gradient laser spike annealing","The paper presents an autonomous materials synthesis extension to SARA, integrating AI and human reasoning to enhance materials exploration and discovery.",3.5,Phi-4,Apple M1 (Metal)
2601.08187v2_Improving LLM Reasoning with Homophily-aware Struc.pdf,IMPROVING LLM REASONING WITH HOMOPHILY-AWARE STRUCTURAL AND SEMANTIC TEXT-ATTRIBUTED GRAPH COMPRESSION,"Zijun Di, Bin Lu, Huquan Kang, Luoyi Fu, Jiaxin Ding, Xiaoying Gan, Lei Zhou, Xinbing Wang, Chenghu Zhou",,arXiv:2601.08187v2,"Large Language Models, Text-Attributed Graph, Graph Compression, Homophily, Structural Entropy, Semantic Aggregation","This paper proposes a framework, HS2C, to enhance LLM reasoning by exploiting graph homophily through structural and semantic compression, demonstrating improved accuracy and compression rates on various benchmarks.",3.46,Phi-4,Apple M1 (Metal)
2601.08189v2_ForgetMark Stealthy Fingerprint Embedding via Targ.pdf,FORGETMARK: STEALTHY FINGERPRINT EMBEDDING VIA TARGETED UNLEARNING IN LANGUAGE MODELS,"Zhenhua Xu, Haobo Zhang, Zhebo Wang, Qichen Liu, Haitao Xu, Wenpeng Xing, Meng Han",To be determined,To be determined,"Large Language Model, Copyright protection, Model Fingerprinting, Machine Unlearning","ForgetMark introduces a stealthy fingerprinting framework for language models that encodes provenance via targeted unlearning, avoiding high-perplexity triggers and reducing detectability while maintaining model performance.",3.05,Phi-4,Apple M1 (Metal)
2601.08196v1_Evaluating Implicit Regulatory Compliance in LLM T.pdf,Evaluating Implicit Regulatory Compliance in LLM Tool Invocation via Logic-Guided Synthesis,"Da Song, Yuheng Huang, Boqi Chen, Tianshuo Cong, Randy Goebel, Lei Ma, Foutse Khomh",,,"LLMs, regulatory compliance, logic-guided synthesis, safety constraints, benchmarking","The paper introduces LOGISAFETYGEN and LOGISAFETYBENCH to evaluate LLMs' ability to adhere to regulatory standards and safety constraints, revealing that larger models often prioritize task completion over compliance.",3.07,Phi-4,Apple M1 (Metal)
2601.08211v1_Adapting Rules of Official International Mahjong f.pdf,Adapting Rules of Official International Mahjong for Online Players,"Chucai Wang, Lingfeng Li, Yunlong Lu, Wenxin Li",,,"Mahjong, game design, champion AI","This paper proposes rule adaptations for Official International Mahjong to ensure fairness in online single-round play, using AI to analyze game balance and suggest modifications such as compensatory points for first-mover advantage.",2.98,Phi-4,Apple M1 (Metal)
2601.08223v2_DNF Dual-Layer Nested Fingerprinting for Large Lan.pdf,DNF: DUAL-LAYER NESTED FINGERPRINTING FOR LARGE LANGUAGE MODEL INTELLECTUAL PROPERTY PROTECTION,"Zhenhua Xu, Yiran Zhao, Mengting Zhong, Dezhang Kong, Changting Lin, Tong Qiao, Meng Han",Not provided,Not provided,"Large Language Model, Copyright Protection, Model Fingerprinting, Backdoor","The paper proposes Dual-Layer Nested Fingerprinting (DNF) as a stealthy and resilient method for LLM ownership verification and IP protection, addressing limitations of existing backdoor-based fingerprinting methods.",3.06,Phi-4,Apple M1 (Metal)
2601.08224v1_An Axiomatic Approach to General Intelligence SANC.pdf,An Axiomatic Approach to General Intelligence: Self-organizing Active Network of Concepts with EnergyE 3,"Daesuk Kwon, Won-gi Paeng",,arXiv:2601.08224v1,"axiomatization of intelligence, competitive selection, system tokens, reconstruction–compression trade-off, category formation, self-similar hierarchy, Gestalt completion","This paper proposes SANC(E3), a framework where representational units arise from competitive selection and energy minimization, unifying perception, imagination, prediction, planning, and action within a single process.",3.25,Phi-4,Apple M1 (Metal)
2601.08226v1_Knowledge-based learning in Text-RAG and Image-RAG.pdf,Knowledge-based learning in Text-RAG and Image-RAG,"Alexander Shim, Khalil Saieh, Samuel Clarke",,,"Vision Transformer, EVA-ViT, LLaMA, ChatGPT, hallucination problem, chest x-ray images, NIH Chest X-ray, RAG, KNN, GPT LLM, Expected Calibration Error, data imbalance, multi-stage structure, multi-modal AI systems, radiology, diagnostic delays, workload pressures, medical interpretation","This research analyzed and compared multi-modal approaches in Vision Transformer-based image encoders with LLMs to reduce hallucination in chest x-ray image diagnosis, showing text-based RAG reduces hallucination and image-based RAG improves prediction confidence.",3.53,Phi-4,Apple M1 (Metal)
2601.08230v1_GADPN Graph Adaptive Denoising and Perturbation Ne.pdf,GADPN: Graph Adaptive Denoising and Perturbation Networks via Singular Value Decomposition,"Hao Deng, Bo Liu",,,"Graph Neural Networks, Graph Structural Learning, Network Representation Learning","This paper introduces GADPN, a framework for graph structure learning that refines graph topology via low-rank denoising and generalized structural perturbation, achieving state-of-the-art performance with improved efficiency.",2.68,Phi-4,Apple M1 (Metal)
2601.08235v2_MPCI-Bench A Benchmark for Multimodal Pairwise Con.pdf,MPCI-Bench: A Benchmark for Multimodal Pairwise Contextual Integrity,"Shouju Wang, Haopeng Zhang",,,"Multimodal Pairwise Contextual Integrity, privacy behavior, language model agents, Contextual Integrity, multimodal inputs, privacy and utility trade-off","This paper introduces MPCI-Bench, the first Multimodal Pairwise Contextual Integrity benchmark for evaluating privacy behavior in agentic settings, addressing multimodal privacy risks and the trade-off between privacy and utility.",2.92,Phi-4,Apple M1 (Metal)
2601.08237v1_The End of Reward Engineering How LLMs Are Redefin.pdf,The End of Reward Engineering: How LLMs Are Redefining Multi-Agent Coordination,"Haoran Su, Yandong Sun, Congjia Yu",,arXiv:2601.08237v1,"multi-agent reinforcement learning, reward engineering, large language models, natural language objectives, credit assignment, environmental non-stationarity, Reinforcement Learning from Verifiable Rewards","This paper argues that large language models enable a shift from hand-crafted numerical rewards to natural language objectives in multi-agent systems, addressing challenges like credit assignment and environmental non-stationarity.",3.39,Phi-4,Apple M1 (Metal)
2601.08251v1_Hyperbolic Heterogeneous Graph Transformer.pdf,Hyperbolic Heterogeneous Graph Transformer,"Jongmin Park, Seunghoon Han, Hyewon Lee, Won-Yong Shin, Sungsu Lim",,,"Heterogeneous Graph Representation Learning, Hyperbolic Graph Embedding, Graph Transformer","The paper proposes the Hyperbolic Heterogeneous Graph Transformer (HypHGT) to effectively learn heterogeneous graph representations within the hyperbolic space, capturing both local and global dependencies efficiently.",3.01,Phi-4,Apple M1 (Metal)
