title,authors,doi,arxiv_id,keywords,processing_time_ms,filename
Chinese Labor Law Large Language Model,"Yifan Ren, Maochun Xu, Jian’an Ding, Mingmin Chi",None,arXiv:2601.09972,,41.37682914733887,2601.09972v1_Chinese Labor Law Large Language Model Benchmark.pdf
Framework for Selective Disclosure in,"Marco Arazzi, Al Masoud, Large Language
Models",None,arXiv:2601.11199,,40.50493240356445,2601.11199v1_SD-RAG A Prompt-Injection-Resilient Framework for .pdf
Parallel Context-of-Experts Decoding for Retrieval Augmented Generation,"Paolo Papotti, Lewis et al.",None,arXiv:2601.08670,,45.41015625,2601.08670v1_Parallel Context-of-Experts Decoding for Retrieval.pdf
"Plan, Verify and Fill: A Structured Parallel Decoding Approach for Diffusion","Yuhang Cai 2, Miao Li, Hanyang Jiang, Xuanzhou Chen 1 Pascal Van Hentenryck 1",None,arXiv:2601.12247,,46.28801345825195,2601.12247v1_Plan Verify and Fill A Structured Parallel Decodin.pdf
’1’-bit Count-based Sorting Unit to Reduce Link,"Ahmed Hemani, Yizhi Chen, Ruichi Han, Jordi Altayo Gonzalez",None,arXiv:2601.14087,,43.19620132446289,2601.14087v1_1-bit Count-based Sorting Unit to Reduce Link Powe.pdf
Riemannian Liquid Spatio-Temporal Graph Network,"Zhaorong Dai, Hanqian Liu",10.1145/3774904.3792090,arXiv:2601.14115,"Riemannian Manifolds, Neural ODEs, Spatio-Temporal Graphs
ACM Reference Format:
Liangsi Lu, Jingchao Wang, Zhaorong Dai",42.05632209777832,2601.14115v1_Riemannian Liquid Spatio-Temporal Graph Network.pdf
"DevBench: A Realistic, Developer-Informed Benchmark for Code","Wen Wen1, Xiaoyu Liu1",None,arXiv:2601.11895,,38.31171989440918,2601.11895v1_DevBench A Realistic Developer-Informed Benchmark .pdf
When Wording Steers the Evaluation: Framing Bias in LLM judges,"Dongryeol Lee 2, Achiam et al., Taegwan Kang3, Wording Steers",None,arXiv:2601.13537,,43.33806037902832,2601.13537v1_When Wording Steers the Evaluation Framing Bias in.pdf
Top 10 Open Challenges Steering the Future of,"Dacheng Tao4, Feng Wen1, Huiling Zhen1, Roy Vaughan Miles1",None,arXiv:2601.14041,,41.18061065673828,2601.14041v1_Top 10 Open Challenges Steering the Future of Diff.pdf
XCR-Bench: A Multi-Task Benchmark for Evaluating Cultural,"Hassan Alhuzali7, Umm Al-Qura University, Md Mezbaur, Reasoning Benchmark",None,arXiv:2601.14063,,42.740583419799805,2601.14063v1_XCR-Bench A Multi-Task Benchmark for Evaluating Cu.pdf
Are Your Reasoning Models Reasoning or Guessing?,,None,arXiv:2601.10679,,46.40507698059082,2601.10679v1_Are Your Reasoning Models Reasoning or Guessing A .pdf
JUDGEFLOW: AGENTIC WORKFLOW OPTIMIZATION,"Chuanbo Hua1
Federico, Zihan Ma∗,1, Brown et al.",None,arXiv:2601.07477,,39.42513465881348,2601.07477v1_JudgeFlow Agentic Workflow Optimization via Block .pdf
Photometric Redshift Estimation Using Scaled Ensemble Learning,"Yogesh Wadadekar2aa, Avyarthana Ghosh1aa, Abhishek Roy Choudhury1, Post Bag 3, Ganeshkhind",10.3847/1538-4357/ae2c75,None,,42.65427589416504,2601.07292v1_Photometric Redshift Estimation Using Scaled Ensem.pdf
A Conﬁdence-Variance Theory for Pseudo-Label,,None,arXiv:2601.11670,,42.041778564453125,2601.11670v1_A Confidence-Variance Theory for Pseudo-Label Sele.pdf
RubRIX: Rubric-Driven Risk Mitigation in Caregiver-AI Interactions,"Dong Whi Yoo4, Jeongah Lee2, Koustuv Saha 1
1University, Qiuyue Joy Zhong2",None,arXiv:2601.13235,,43.871164321899414,2601.13235v1_RubRIX Rubric-Driven Risk Mitigation in Caregiver-.pdf
Primate-like perceptual decision making emerges through,"Nathan J. Wispinski, Scott A. Stone, Patrick M. Pilarski, Anthony Singhal",None,arXiv:2601.12577,,42.92011260986328,2601.12577v1_Primate-like perceptual decision making emerges th.pdf
Predicting Biased Human Decision-Making with Large Language,"Large Language
Models, Stephen Pilli, Vivek Nallur
vivek.nallur@ucd.ie",None,arXiv:2601.11049,"Conversational AI, Framing Effect, Status Quo Bias, LLM Simulation
1",41.12410545349121,2601.11049v1_Predicting Biased Human Decision-Making with Large.pdf
WHEN MODELS KNOW WHEN THEY DO NOT KNOW,Weier Wan2,None,arXiv:2601.07965,,42.68527030944824,2601.07965v1_When Models Know When They Do Not Know Calibration.pdf
NEURAL ISOMORPHIC FIELDS: A TRANSFORMER-BASED,"Saeedeh Momtazi, Reza Safabakhsh
Department",None,arXiv:2601.12095,,38.15650939941406,2601.12095v1_Neural Isomorphic Fields A Transformer-based Algeb.pdf
OceanSAR-2: A Universal Feature Extractor for SAR Ocean Observa-,"Alexandre Tuela, Antoine Audrasa, Wave Mode, Quentin Febvreb",None,arXiv:2601.07392,,39.85905647277832,2601.07392v1_OceanSAR-2 A Universal Feature Extractor for SAR O.pdf
PURIFICATION BEFORE FUSION: TOWARD MASK-FREE SPEECH ENHANCEMENT FOR,"Tiejun Liu1, Erwei Yin2, Xingyu Zhang2∗, Liang Xie2",None,arXiv:2601.12436,,39.76583480834961,2601.12436v1_Purification Before Fusion Toward Mask-Free Speech.pdf
Regulatory gray areas of LLM Terms,"Adam N. Joinson, Kate Muir",None,arXiv:2601.08415,"Language Models, LLMs, Privacy Policy, Terms of Service, Regulation
1",45.572519302368164,2601.08415v2_Regulatory gray areas of LLM Terms.pdf
Mon3tr: Monocular 3D Telepresence with Pre-built,"Yingdong Hu, Meta Quest 3, Gaussian Avatars, Jun Zhang",None,arXiv:2601.07518,,42.833566665649414,2601.07518v1_Mon3tr Monocular 3D Telepresence with Pre-built Ga.pdf
Self-Improvement as Coherence Optimization:,"Shi Feng, Tianyi Qiu
qiutianyi.qty@gmail.com, George Washington University, Xu et al.",None,arXiv:2601.13566,,42.35696792602539,2601.13566v1_Self-Improvement as Coherence Optimization A Theor.pdf
LOOKAT: Lookup-Optimized Key-Attention for Memory-Efficient,,None,arXiv:2601.10155,,41.7478084564209,2601.10155v1_LOOKAT Lookup-Optimized Key-Attention for Memory-E.pdf
The Promptware Kill Chain: How Prompt Injections Gradually,,None,arXiv:2601.09625,,39.64042663574219,2601.09625v1_The Promptware Kill Chain How Prompt Injections Gr.pdf
A Sustainable AI Economy Needs Data Deals That,"Wenjie Xiong, Dawn Song, Feiyang Kang, Virginia Tech",None,arXiv:2601.09966,,44.754981994628906,2601.09966v1_A Sustainable AI Economy Needs Data Deals That Wor.pdf
Enhancing Mathematical Reasoning via Dynamic Demonstration Insertion,"Liu2 Xinyu, Minjun Zhao2 Fangchao",None,arXiv:2601.11979,,40.506839752197266,2601.11979v1_Process In-Context Learning Enhancing Mathematical.pdf
Learning Audio–Visual Embeddings with,"Hao Niu, Yanan Wang, Masato Taya
KDDI Research",None,arXiv:2601.11995,"Audio–visual · latent interaction graph · cross-modal re-
trieval · soft labels
1",84.62166786193848,2601.11995v1_Learning Audio-Visual Embeddings with Inferred Lat.pdf
Dynamic Graph Structure Learning via Resistance Curvature Flow,"Yangyang Li, Yangyang Li 1, • Formulates, Tianyong Hao
• Introduces",None,arXiv:2601.08149,,27.086973190307617,2601.08149v1_Dynamic Graph Structure Learning via Resistance Cu.pdf
Towards a Self-Driving Trigger at the LHC: Adaptive Response in Real Time,"Jennifer Ngadiuba,4, David W. Miller,2, Giovanna Salvi,1",None,arXiv:2601.08910,,40.70568084716797,2601.08910v1_Towards a Self-Driving Trigger at the LHC Adaptive.pdf
"Life, Machine Learning, and the Search for Habitability: Predicting Biosignature","Worlds Observatory, Machine Learning, Michael D. Himes1,5",None,arXiv:2601.12557,,42.07134246826172,2601.12557v1_Life Machine Learning and the Search for Habitabil.pdf
METABONET: THE LARGEST PUBLICLY AVAILABLE,"Sam F. Royston
Replica, Yao Qin, Miriam K. Wolff
Replica, Peter Calhoun",None,arXiv:2601.11505,,48.6607551574707,2601.11505v1_MetaboNet The Largest Publicly Available Consolida.pdf
Coordinated Pandemic Control with Large Language,"Hai Yang1, Hai Yang, Ziyi Shi1,†, Zheng Zhu3",None,arXiv:2601.09264,"Pandemic Control, Large Language Models, Multi-Agent System, Coordinated Policymaking",38.28120231628418,2601.09264v1_Coordinated Pandemic Control with Large Language M.pdf
Cooperative Multi-agent RL with Communication constraints,,None,arXiv:2601.12518,,40.37761688232422,2601.12518v1_Cooperative Multi-agent RL with Communication Cons.pdf
Beyond Single-Shot: Multi-step Tool Retrieval via Query Planning,"James Glass, Beyond Single-Shot",None,arXiv:2601.07782,,43.427467346191406,2601.07782v1_Beyond Single-Shot Multi-step Tool Retrieval via Q.pdf
Explainable Machine Learning for Pediatric Dental Risk Stratification Using Socio-,"Demographic Determinants, SUNY Buffalo",None,None,,39.58868980407715,2601.12405v1_Explainable Machine Learning for Pediatric Dental .pdf
Reinforcement Learning for Dynamic Workflow,"Jubin Abhishek Soni, Ayush Raj Jha, Sneja Mitinbhai Shah, Kumar Dhenia",None,arXiv:2601.11647,,40.75479507446289,2601.11647v1_Reinforcement Learning for Dynamic Workflow Optimi.pdf
Building Production-Ready Probes For Gemini,"Joshua Engels, Zheng Wang, Arthur Conmy∗
Google DeepMind, Bilal Chughtai",None,arXiv:2601.11516,"Activation Probing, Interpretability, Language Models, Misuse Risk, AI Safety",38.10548782348633,2601.11516v2_Building Production-Ready Probes For Gemini.pdf
Simulated Annealing Enhances Theory-of-Mind Reasoning in Autoregressive,"Monte Carlo, Qiao Zhu, Xucong Hu",None,arXiv:2601.12269,"Language Models, Markov Chain Monte Carlo, Simulated Annealing, Power Sampling, Theory of Mind",41.037559509277344,2601.12269v1_Simulated Annealing Enhances Theory-of-Mind Reason.pdf
Q-LEARNING WITH ADJOINT MATCHING,"Qiyang Li, Sergey Levine",None,arXiv:2601.14234,,43.325185775756836,2601.14234v1_Q-learning with Adjoint Matching.pdf
The Post-Turing Condition: Conceptualising Artificial,,None,None,,37.354469299316406,2601.12938v1_The Post-Turing Condition Conceptualising Artifici.pdf
LogicLens: Leveraging Semantic Code Graph to explore Multi Repository large,"Large Language Models, Kristian Ilianov",None,arXiv:2601.10773,,42.00315475463867,2601.10773v1_LogicLens Leveraging Semantic Code Graph to explor.pdf
Personalized Multimodal Feedback Using Multiple,"Karina E. Avila1, Jochen Kuhn1, Clara E. Gómez-Pérez1",None,arXiv:2601.09470,,39.2756462097168,2601.09470v1_Personalized Multimodal Feedback Using Multiple Ex.pdf
Do We Always Need Query-Level Workflows?,"Xueqi Cheng, Yige Yuan, Bingbing Xu, Huawei Shen",None,arXiv:2601.11147,,42.75870323181152,2601.11147v1_Do We Always Need Query-Level Workflows Rethinking.pdf
d3LLM: Ultra-Fast dLLM using Pseudo-Trajectory Distillation,"Lanxiang Hu, Zhijie Deng 4, Yu-Yang Qian",None,arXiv:2601.07568,,46.29039764404297,2601.07568v1_d3LLM Ultra-Fast Diffusion LLM using Pseudo-Trajec.pdf
Hybrid Attention Model Construction,"Chaoliang Zhong1[0000-0003-1697-6932, Jun Sun1[0000-0002-0967-4859, Huigang Zhang1[0000-0002-7567-7177, Yusuke Oishi2[0000-0003-4264-8932",None,arXiv:2601.11667,"Hybrid attention models · Blockwise local distillation · Greedy
search.
1",41.34678840637207,2601.11667v1_Distill-then-Replace Efficient Task-Specific Hybri.pdf
CogRail: Benchmarking VLMs in,"Yisheng Lv1, Baoqing Guo6, Xingyuan Dai1",None,arXiv:2601.09613,,42.772531509399414,2601.09613v1_CogRail Benchmarking VLMs in Cognitive Intrusion P.pdf
Beyond Accuracy: Characterizing Code Comprehension,,None,arXiv:2601.12951,"Code Comprehension, Model Evaluation and Benchmarking, Ma-
chine Learning for Software Engineering
1",40.48466682434082,2601.12951v1_Beyond Accuracy Characterizing Code Comprehension .pdf
Late Breaking Results: Quamba-SE: Soft-edge,"Ahmed Hemani, Yizhi Chen",None,arXiv:2601.09451,,45.46380043029785,2601.09451v1_Late Breaking Results Quamba-SE Soft-edge Quantize.pdf
Received: Added at production,"Daniel Marques, Rodrigo Pereira David, N. Sra, João Alfredo Cal-Braz1",None,arXiv:2601.14022,,42.22297668457031,2601.14022v1_Credible CO2 Comparisons A Machine Learning Approa.pdf
Characteristics in Developing Human Brain,"Sriram Venkatesaperumal, Keerthi Ram, Mohanasankar Sivaprakasam",None,None,,40.99893569946289,2601.12282v1_CytoCLIP Learning Cytoarchitectural Characteristic.pdf
Docs2Synth: A Synthetic Data Trained Retriever Framework for,"Siwen Luo1, Language Pre-trained",None,arXiv:2601.12260,,41.52083396911621,2601.12260v1_Docs2Synth A Synthetic Data Trained Retriever Fram.pdf
Decentralized Online Convex Optimization with,"Juliette Achddou, Mengxiao Zhang, Hao Qiu
Università, Nguyen et al.",None,arXiv:2601.07901,,43.48921775817871,2601.07901v1_Decentralized Online Convex Optimization with Unkn.pdf
Multi-objective fluorescent molecule design with a,"Zhongguancun Academy, Zhichen Pu 
 
0000-0003-3368-1052, Yanheng Li, Yi Qin Gao1,4†",None,None,,27.451753616333008,2601.13564v1_Multi-objective fluorescent molecule design with a.pdf
On the Non-decoupling of Supervised Fine-tuning and,"Weixi Zhang, Wei Han",None,arXiv:2601.07389,,43.250322341918945,2601.07389v1_On the Non-decoupling of Supervised Fine-tuning an.pdf
Bridging the Gap: Empowering Small Models in,Cristina V. Lopes,None,arXiv:2601.08884,,40.67182540893555,2601.08884v1_Bridging the Gap Empowering Small Models in Reliab.pdf
Speculative Sampling with Reinforcement Learning,"Daniel H. Shi1, Haipeng Chen1
1William & Mary",None,arXiv:2601.12212,,38.697242736816406,2601.12212v1_Speculative Sampling with Reinforcement Learning.pdf
Omni-R1: Towards the Unified Generative,"Hongru Cai1
Yupeng Hu3, Wenjie Wang4
Liqiang Nie5
Wenjie",None,arXiv:2601.09536,,40.91238975524902,2601.09536v1_Omni-R1 Towards the Unified Generative Paradigm fo.pdf
The Impact of Generative AI on Architectural Conceptual Design:,"Rachel Hurley, Yao Xiao*",None,None,,39.2155647277832,2601.10696v1_The Impact of Generative AI on Architectural Conce.pdf
Towards AGI: A Pragmatic Approach Towards,Sammy Zonunpuia,None,None,,44.53611373901367,2601.11658v1_Towards AGI A Pragmatic Approach Towards Self Evol.pdf
ARM: Role-Conditioned Neuron Transplantation for,"Sihan Zhao1, Changyi Xiao1, Kang Chen1*, Kai Xiong",None,arXiv:2601.07309,,40.14849662780762,2601.07309v1_ARM Role-Conditioned Neuron Transplantation for Tr.pdf
Glance-or-Gaze: Incentivizing LMMs to Adaptively Focus Search via,"Kunhao Pan1,Sirui Han1†, Pengcheng Wen1, Reflective GoG Behav-",None,arXiv:2601.13942,,41.57280921936035,2601.13942v1_Glance-or-Gaze Incentivizing LMMs to Adaptively Fo.pdf
A Unified Framework for Emotion Recognition and,"Xinran Li, Yu Liu, Xiujuan Xu, Jiaqi Qiao",None,arXiv:2601.07565,,37.61720657348633,2601.07565v1_A Unified Framework for Emotion Recognition and Se.pdf
"Thinking Long, but Short:","Huawei Noah’s Ark Lab
Correspondence, Michael R. Metel, Boxing Chen, Prasanna Parthasarathi",None,arXiv:2601.09855,,42.980194091796875,2601.09855v1_Thinking Long but Short Stable Sequential Test-Tim.pdf
Can LLMs Compress (and Decompress)?,"Shay B. Cohen, Antonio Vergari",None,arXiv:2601.13398,,42.92559623718262,2601.13398v1_Can LLMs Compress and Decompress Evaluating Code U.pdf
Modeling LLM Agent Reviewer Dynamics in Elo-Ranked Review System,"Junbin Lu, Kuang-Ming Chen
Jenq-Neng Hwang, Hsiang-Wei Huang",None,arXiv:2601.08829,,45.98736763000488,2601.08829v1_Modeling LLM Agent Reviewer Dynamics in Elo-Ranked.pdf
Adapting Rules of Official International Mahjong,"Yunlong Lu
School, Chucai Wang
School of Computer, Lingfeng Li
School, Wenxin Li",None,arXiv:2601.08211,,41.05973243713379,2601.08211v1_Adapting Rules of Official International Mahjong f.pdf
Toward Ultra-Long-Horizon Agentic Science: Cognitive,"Jiaao Chen2, Hanrui Wang2, Large Language
Models, Zexi Liu1",None,arXiv:2601.10402,,53.05933952331543,2601.10402v1_Toward Ultra-Long-Horizon Agentic Science Cognitiv.pdf
ConceptCaps - a Distilled Concept Dataset for Interpretability in Music Models,Kim et al.,None,arXiv:2601.14157,,42.484283447265625,2601.14157v1_ConceptCaps -- a Distilled Concept Dataset for Int.pdf
Diffusion In Diffusion: Breaking the Autoregressive Bottle-,"Noah’s Ark Lab, Yufei Cui∗",None,arXiv:2601.13599,,38.58137130737305,2601.13599v1_Diffusion In Diffusion Breaking the Autoregressive.pdf
Hybrid IDS Using Signature-Based and Anomaly-Based,,None,None,"Intrusion Detection System (IDS), Hybrid IDS, Signature-Based Detection, Anomaly-Based Detection, Machine 
Learning (ML)",38.366079330444336,2601.11998v1_Hybrid IDS Using Signature-Based and Anomaly-Based.pdf
RSOD: Reliability-Guided Sonar Image Object Detection,"Jinyuan Liu1, Xiaokang Liu1, Zhu Liu1, Zhongxuan Luo1",None,arXiv:2601.12715,,40.13252258300781,2601.12715v1_RSOD Reliability-Guided Sonar Image Object Detecti.pdf
SimMerge: Learning to Select Merge,,None,arXiv:2601.09473,,42.46354103088379,2601.09473v1_SimMerge Learning to Select Merge Operators from S.pdf
Towards Automating Blockchain Consensus,"Artificial Intelligence, a Large Language Model, William Knottenbelt
Department",None,arXiv:2601.07654,"Blockchain · Consensus · Formal Verification · Theorem
Proving · Artificial Intelligence.
1",40.660858154296875,2601.07654v1_Towards Automating Blockchain Consensus Verificati.pdf
Demystifying the Slash Pattern in Attention: The Role of RoPE,"Sec 4.2, Yuan Cheng1,∗
Fengzhuo Zhang1,∗,†, Aixin Sun3, Yunlong Hou1,∗
Cunxiao",None,arXiv:2601.08297,,51.43904685974121,2601.08297v1_Demystifying the Slash Pattern in Attention The Ro.pdf
Improving Symbolic Translation of Language Models for Logical Reasoning,Jiuzhou Han1,None,arXiv:2601.09446,,40.476322174072266,2601.09446v1_Improving Symbolic Translation of Language Models .pdf
Speech-Hands: A Self-Reflection Voice Agentic Approach to,"Yu-Chiang Frank, Ehsan Hosseini Asl1, Zhehuai Chen1
Rafael",None,arXiv:2601.09413,,43.84779930114746,2601.09413v1_Speech-Hands A Self-Reflection Voice Agentic Appro.pdf
DIAGPaper: Diagnosing Valid and Specific Weaknesses in Scientific Papers,"Abolfazl Ansari, Dongwon Lee, Zhuoyang Zou, Wenpeng Yin",None,arXiv:2601.07611,,40.98916053771973,2601.07611v1_DIAGPaper Diagnosing Valid and Specific Weaknesses.pdf
Leveraging ChatGPT and Other NLP Methods for,"Chenglin Hong †, Majid Sarrafzadeh∗, Ian W Holloway†, Cory J Cascalheira‡,§",None,arXiv:2601.13558,,43.25985908508301,2601.13558v1_Leveraging ChatGPT and Other NLP Methods for Ident.pdf
The Hierarchy of Agentic Capabilities:,"Mason Yu
Edwin Chen
Surge AI, Nick Heiner, Sushant Mehta",None,arXiv:2601.09032,,40.27986526489258,2601.09032v1_The Hierarchy of Agentic Capabilities Evaluating F.pdf
Continuous-Time Tokens for Learnable Decision,,None,arXiv:2601.09949,,41.81241989135742,2601.09949v2_Kinematic Tokenization Optimization-Based Continuo.pdf
SatMap: Revisiting Satellite Maps as Prior for,Fabian B. Flohr[0000−0002−1499−3790,None,arXiv:2601.10512,"Online HD map prediction · Satellite map prior · Vectorized
HD map.
1",41.49985313415527,2601.10512v2_SatMap Revisiting Satellite Maps as Prior for Onli.pdf
ErrEval: Error-Aware Evaluation for Question Generation through,"Jian Zhang1,3, Yu He1,3, Jingyi Hao1,3, Yushun Zhang1,3",None,arXiv:2601.10406,,42.54436492919922,2601.10406v1_ErrEval Error-Aware Evaluation for Question Genera.pdf
A Scalable Entity-Based Framework for Auditing Bias in LLMs,"Li et al., Aboubacar Tuo1",None,arXiv:2601.12374,,43.874502182006836,2601.12374v1_A Scalable Entity-Based Framework for Auditing Bia.pdf
One-Shot Price Forecasting with,"3ndJinfeng Wang
Ltd.",None,arXiv:2601.11977,,35.85696220397949,2601.11977v1_One-Shot Price Forecasting with Covariate-Guided E.pdf
Foundations of Global Consistency Checking with Noisy LLM Oracles,"Elke Kirschbaum, Shiva Kasiviswanathan, Guo et al.",None,arXiv:2601.13600,,43.401479721069336,2601.13600v1_Foundations of Global Consistency Checking with No.pdf
Position on LLM-Assisted Peer Review: Addressing Reviewer Gap,"YoungBin Kim1, MiHyeon Kim*3",None,arXiv:2601.09182,,41.59903526306152,2601.09182v1_Position on LLM-Assisted Peer Review Addressing Re.pdf
RULERS: Locked Rubrics and Evidence-Anchored Scoring for Robust,Huaiyuan Yao2,None,arXiv:2601.08654,,42.508840560913086,2601.08654v1_RULERS Locked Rubrics and Evidence-Anchored Scorin.pdf
Debiasing Large Language Models via Adaptive Causal Prompting with,"Renqiang Luo2, Jing Ren1, Feng Xia1, Bowen Li1",None,arXiv:2601.08108,,41.74518585205078,2601.08108v1_Debiasing Large Language Models via Adaptive Causa.pdf
Map2Thought: Explicit 3D Spatial Reasoning via Metric Cognitive Maps,"2Huawei Noah’s Ark Lab, Metric-
CogMap, Eduardo P´erez-Pellitero2, Dave Zhenyu Chen2
Songcen",None,arXiv:2601.11442,,42.29116439819336,2601.11442v1_Map2Thought Explicit 3D Spatial Reasoning via Metr.pdf
Hybrid SARIMA–LSTM Model for Local Weather,"Karthik Mudenahalli Ashoka, Hybrid SARIMA",None,None,,41.034698486328125,2601.07951v1_Hybrid SARIMA LSTM Model for Local Weather Forecas.pdf
MIRRORBENCH: AN EXTENSIBLE FRAMEWORK TO EVALUATE USER-PROXY,Senthil 1,None,arXiv:2601.08118,,43.34259033203125,2601.08118v1_MirrorBench An Extensible Framework to Evaluate Us.pdf
THINK-CLIP-SAMPLE: SLOW-FAST FRAME SELECTION FOR VIDEO UNDERSTANDING,"Jiaze Li, Jianzhong Ju",None,arXiv:2601.11359,,43.98083686828613,2601.11359v1_Think-Clip-Sample Slow-Fast Frame Selection for Vi.pdf
Learn Like Humans: Use Meta-cognitive Reflection for Efficient,"Qing Guo4, Reflective
Self, Use Meta-cognitive, Wuqi Wang3",None,arXiv:2601.11974,,42.040348052978516,2601.11974v1_Learn Like Humans Use Meta-cognitive Reflection fo.pdf
Paid Voices vs. Public Feeds: Interpretable Cross-Platform Theme,"islam32} @purdue.edu
Abstract
Climate, Tunazzina Islam, Zhaoqing Wu",None,arXiv:2601.13317,,41.15653038024902,2601.13317v1_Paid Voices vs. Public Feeds Interpretable Cross-P.pdf
MASCOT: Towards Multi-Agent Socio-Collaborative Companion Systems,"Persona Consistency, Socio-Collaborative Companion Systems, Alex Cabral1",None,arXiv:2601.14230,,41.63336753845215,2601.14230v1_MASCOT Towards Multi-Agent Socio-Collaborative Com.pdf
OmniOVCD: Streamlining Open-Vocabulary Change Detection with SAM 3,"Anything Model 3, Yingjie Xia2, Jianye Wang1, xu zhang",None,arXiv:2601.13895,,42.38247871398926,2601.13895v1_OmniOVCD Streamlining Open-Vocabulary Change Detec.pdf
"IEEE TRANSACTIONS ON AUDIO, SPEECH, AND LANGUAGE PROCESSING, VOL. XX, NO. X, AUGUST 20XX",Tom B¨ackstr¨om Senior,None,arXiv:2601.13704,,39.339303970336914,2601.13704v1_Performance and Complexity Trade-off Optimization .pdf
Knowledge-based learning in Text-RAG and Image-RAG,"Khalil Saieh, Llama Llama, Alexander Shim, Samuel Clarke",None,arXiv:2601.08226,,46.262502670288086,2601.08226v1_Knowledge-based learning in Text-RAG and Image-RAG.pdf
LLMRouterBench: A Massive Benchmark and Unified Framework for,"Massive Benchmark, Peng Ye, Yiqun Zhang*§
Zhaoyan, Shengji Tang",None,arXiv:2601.07206,,43.69497299194336,2601.07206v1_LLMRouterBench A Massive Benchmark and Unified Fra.pdf
Advancing ESG Intelligence: An Expert-level Agent and,"Comprehensive Benchmark, Lei Xiao2, Mengpu Liu1, Wei Yang Bryan",None,arXiv:2601.08676,,41.58520698547363,2601.08676v2_Advancing ESG Intelligence An Expert-level Agent a.pdf
"Samar Abdelghani, Soumaya Cherkaoui",Samar Abdelghani,None,arXiv:2601.09809,,37.079572677612305,2601.09809v1_QFed Parameter-Compact Quantum-Classical Federated.pdf
Proof of Time: A Benchmark for Evaluating Scientific Idea Judgments,"Chen Liu5, Samuel Schmidgall6, Jingxuan Tu4, Danielle S. Bitterman1,2,3§
†Co-first",None,arXiv:2601.07606,,43.0150032043457,2601.07606v1_Proof of Time A Benchmark for Evaluating Scientifi.pdf
vLinear: A Powerful Linear Model for Multivariate Time Series Forecasting,"Zihan Hao1, Ruohao Guo1, Ji Shi1, Xianghua Ying1∗",None,arXiv:2601.13768,,40.574073791503906,2601.13768v1_vLinear A Powerful Linear Model for Multivariate T.pdf
Published under a Creative Commons Attribution-,"J. David 
Bolter, Sonia K. Katyal",10.1162/DAED_a_01919,None,,42.00148582458496,2601.09757v1_Democracy and Distrust in an Era of Artificial Int.pdf
Knowing When to Abstain: Medical LLMs Under Clinical Uncertainty,"Sharmin Sultana, Zonghai Yao, Hong Yu, UMass Lowell",None,arXiv:2601.12471,,39.88504409790039,2601.12471v1_Knowing When to Abstain Medical LLMs Under Clinica.pdf
ADANODES: TEST TIME ADAPTATION FOR TIME SERIES FORECASTING USING,"Yu Wu, Fahim Kawsar, Bell Labs, Ting Dang∗",None,arXiv:2601.12893,,39.525747299194336,2601.12893v1_AdaNODEs Test Time Adaptation for Time Series Fore.pdf
PATS: Personality-Aware Teaching Strategies,Yuan Qin3,None,arXiv:2601.08402,,41.85175895690918,2601.08402v1_PATS Personality-Aware Teaching Strategies with La.pdf
A model of errors in transformers,"Shojaee et al., Praneeth Netrapalli 2, Brown et al., 2.5 Flash",None,arXiv:2601.14175,,44.5859432220459,2601.14175v1_A model of errors in transformers.pdf
ReasAlign: Reasoning Enhanced Safety Alignment against Prompt,G. Edward Suh3,None,arXiv:2601.10173,,37.90998458862305,2601.10173v1_ReasAlign Reasoning Enhanced Safety Alignment agai.pdf
Structured Personality Control and Adaptation for LLM Agents,"GUANNAN CHEN, Qianzhen Digital Tech, JUNXIA ZHANG, JINPENG WANG",None,arXiv:2601.10025,,35.88676452636719,2601.10025v1_Structured Personality Control and Adaptation for .pdf
SYNQP: A FRAMEWORK AND METRICS FOR EVALUATING THE,"Yixin Li, Bing Hu, Helen Chen
Public Health",None,arXiv:2601.12124,"Real-World Data · Synthetic Data · Privacy Metrics · Evaluation Framework · Membership Inference
Attack · Identity Disclosure Risk.
1",38.01918029785156,2601.12124v1_SynQP A Framework and Metrics for Evaluating the Q.pdf
HALO: Semantic-Aware Distributed LLM Inference,"Haozhao Wang3, Wenchao Xu*2, Wenchao Xu
Abstract, Jinyu Chen1",None,arXiv:2601.11676,,36.220550537109375,2601.11676v1_HALO Semantic-Aware Distributed LLM Inference in L.pdf
MemeLens: Multilingual Multitask VLMs for Memes,"Dimitar Dimitrov, Language Model, Mohamed Bayan Kmainasi2∗†, Ali Ezzat",None,arXiv:2601.12539,,39.57033157348633,2601.12539v1_MemeLens Multilingual Multitask VLMs for Memes.pdf
CauScientist: Teaching LLMs to Respect Data for Causal Discovery,"Fédérale de Lausanne, Lei Xu1,5",None,arXiv:2601.13614,,37.47296333312988,2601.13614v1_CauScientist Teaching LLMs to Respect Data for Cau.pdf
VGG Induced Deep Hand Sign Language Detection,"Sharmila Subudhia, Chandra Bhanja Deo",None,arXiv:2601.08262,"Hand gesture recognition, Convolutional neural network, Classification, VGG-16 net, API
1.",40.93337059020996,2601.08262v1_VGG Induced Deep Hand Sign Language Detection.pdf
Beyond Single-shot Writing: Deep Research Agents are,"Beyond Single, Xi Ye3,4,‡, Ping Nie5, Chen Zhao1,2,‡",None,arXiv:2601.13217,,40.909528732299805,2601.13217v1_Beyond Single-shot Writing Deep Research Agents ar.pdf
