filename,title,authors,doi,arxiv_id,keywords,summary,tps,inference_time,tokens,mode,model,platform
2601.08731v1_Learning from Demonstrations via Capability-Aware .pdf,Learning from Demonstrations via Capability-Aware,Goal Sampling,None,arXiv:2601.08731v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08732v1_ISLA A U-Net for MRI-based acute ischemic stroke l.pdf,ISLA: A U-Net for MRI-based acute ischemic stroke lesion segmentation with deep,"supervision, attention, domain adaptation, and ensemble learning",None,arXiv:2601.08732v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08734v1_TerraFormer Automated Infrastructure-as-Code with .pdf,TerraFormer: Automated Infrastructure-as-Code with LLMs,Fine-Tuned via Policy-Guided Verifier Feedback,10.1145/3786583.3786898,arXiv:2601.08734v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08743v1_TableCache Primary Foreign Key Guided KV Cache Pre.pdf,TableCache: Primary Foreign Key Guided KV Cache Precomputation for,Low Latency Text-to-SQL,None,arXiv:2601.08743v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08747v2_To Retrieve or To Think An Agentic Approach for Co.pdf,To Retrieve or To Think? An Agentic Approach for Context Evolution,"Rubing Chen, Jian Wang, Wenjie Li, Xiao-Yong Wei",None,arXiv:2601.08747v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08753v1_Grid-Aware Charging and Operational Optimization f.pdf,Grid-Aware Charging and Operational,Optimization for Mixed-Fleet Public Transit,None,arXiv:2601.08753v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08768v1_AI as Entertainment.pdf,AI as Entertainment,"CODY KOMMERS∗, The Alan Turing Institute, UK",None,arXiv:2601.08768v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08773v1_Reliable Graph-RAG for Codebases AST-Derived Graph.pdf,Reliable Graph-RAG for Codebases: AST-Derived,Graphs vs LLM-Extracted Knowledge Graphs,None,arXiv:2601.08773v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08776v1_Translating Light-Sheet Microscopy Images to Virtu.pdf,Translating Light-Sheet Microscopy Images to,Virtual H&E Using CycleGAN,None,arXiv:2601.08776v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08777v1_Asymptotic Universal Alignment A New Alignment Fra.pdf,Asymptotic Universal Alignment:,A New Alignment Framework via Test-Time Scaling,None,arXiv:2601.08777v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08778v3_Pervasive Annotation Errors Break Text-to-SQL Benc.pdf,Pervasive Annotation Errors Break Text-to-SQL Benchmarks and,Leaderboards,None,arXiv:2601.08778v3,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08785v1_Uncovering Political Bias in Large Language Models.pdf,Uncovering Political Bias in Large Language Models using,Parliamentary Voting Records,None,arXiv:2601.08785v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08806v1_APEX-SWE.pdf,APEX–SWE,Abhi Kottamasu1∧,None,arXiv:2601.08806v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08807v1_S3-CLIP Video Super Resolution for Person-ReID.pdf,S3-CLIP: Video Super Resolution for Person-ReID,Tam´as Endrei,None,arXiv:2601.08807v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08808v1_Multiplex Thinking Reasoning via Token-wise Branch.pdf,Multiplex Thinking:,Reasoning via Token-wise Branch-and-Merge,None,arXiv:2601.08808v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08811v1_Reasoning Matters for 3D Visual Grounding.pdf,Reasoning Matters for 3D Visual Grounding,Hsiang-Wei Huang,None,arXiv:2601.08811v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08816v2_MemRec Collaborative Memory-Augmented Agentic Reco.pdf,MemRec: Collaborative Memory-Augmented Agentic Recommender,System,None,arXiv:2601.08816v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08828v1_Motion Attribution for Video Generation.pdf,2026-1-14,Motion Attribution for Video Generation,None,arXiv:2601.08828v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08829v1_Modeling LLM Agent Reviewer Dynamics in Elo-Ranked.pdf,Modeling LLM Agent Reviewer Dynamics in Elo-Ranked Review System,Hsiang-Wei Huang*,None,arXiv:2601.08829v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08873v1_ForensicFormer Hierarchical Multi-Scale Reasoning .pdf,ForensicFormer: Hierarchical Multi-Scale Reasoning,for Cross-Domain Image Forgery Detection,None,arXiv:2601.08873v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08874v1_The Illusion of Friendship Why Generative AI Deman.pdf,The Illusion of Friendship: Why Generative AI Demands Unprecedented,Ethical Vigilance,None,None,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08875v2_Learning Domain-Invariant Representations for Cros.pdf,Learning Domain-Invariant Representations for Cross-Domain Image,Registration via Scene-Appearance Disentanglement,None,arXiv:2601.08875v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08881v1_TAG-MoE Task-Aware Gating for Unified Generative M.pdf,TAG-MoE: Task-Aware Gating for Unified Generative Mixture-of-Experts,"Yu Xu1,2†",None,arXiv:2601.08881v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08882v1_Compressing Vision Transformers in Geospatial Tran.pdf,Compressing Vision Transformers in Geospatial,Transfer Learning with Manifold-Constrained,None,arXiv:2601.08882v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08884v1_Bridging the Gap Empowering Small Models in Reliab.pdf,Bridging the Gap: Empowering Small Models in,Reliable OpenACC-based Parallelization via,None,arXiv:2601.08884v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08891v1_Attention Consistency Regularization for Interpret.pdf,Attention Consistency Regularization for,Interpretable Early-Exit Neural Networks,None,arXiv:2601.08891v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08892v1_Evaluating Role-Consistency in LLMs for Counselor .pdf,Evaluating Role-Consistency in LLMs for,Counselor Training,None,arXiv:2601.08892v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08896v1_XGBoost Forecasting of NEPSE Index Log Returns wit.pdf,XGBoost Forecasting of NEPSE Index Log Returns with Walk,Forward Validation,None,arXiv:2601.08896v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08901v1_Navigating Ideation Space Decomposed Conceptual Re.pdf,Navigating Ideation Space: Decomposed Conceptual Representations for,Positioning Scientific Ideas,None,arXiv:2601.08901v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08910v1_Towards a Self-Driving Trigger at the LHC Adaptive.pdf,Towards a Self-Driving Trigger at the LHC: Adaptive Response in Real Time,"Shaghayegh Emami,1 Cecilia Tosciri,2 Giovanna Salvi,1 Zixin Ding,3",None,arXiv:2601.08910v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08950v1_ConvoLearn A Dataset of Constructivist Tutor-Stude.pdf,ConvoLearn: A Dataset of Constructivist Tutor-Student Dialogue,Mayank Sharma,None,arXiv:2601.08950v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08951v1_PluriHarms Benchmarking the Full Spectrum of Human.pdf,Preprint. Under review.,PLURIHARMS: BENCHMARKING THE FULL SPECTRUM,None,arXiv:2601.08951v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08953v1_Fairness risk and its privacy-enabled solution in .pdf,Fairness risk and its privacy-enabled solution in,AI-driven robotic applications,None,arXiv:2601.08953v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08955v1_Imagine-then-Plan Agent Learning from Adaptive Loo.pdf,Imagine-then-Plan: Agent Learning from Adaptive,Lookahead with World Models,None,arXiv:2601.08955v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.08988v1_ART Action-based Reasoning Task Benchmarking for M.pdf,AAAI 2026:,Healthy Aging and Longevity Workshop (AIAA),None,arXiv:2601.08988v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09012v3_TranslateGemma Technical Report.pdf,2026-01-21,TranslateGemma Technical Report,None,arXiv:2601.09012v3,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09018v1_Meta-learning to Address Data Shift in Time Series.pdf,META-LEARNING TO ADDRESS DATA SHIFT IN TIME SERIES,CLASSIFICATION,None,arXiv:2601.09018v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09028v1_OpenDecoder Open Large Language Model Decoding to .pdf,OpenDecoder: Open Large Language Model Decoding to,Incorporate Document Quality in RAG,10.1145/nnnnnnn.nnnnnnn,arXiv:2601.09028v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09029v1_Proactively Detecting Threats A Novel Approach Usi.pdf,Proactively Detecting Threats: A Novel Approach,Using LLMs,None,arXiv:2601.09029v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09031v1_Generalizable Geometric Prior and Recurrent Spikin.pdf,GENERALIZABLE GEOMETRIC PRIOR AND RECURRENT SPIKING FEATURE LEARNING FOR HUMANOID ROBOT MANIPULATION,1,None,arXiv:2601.09031v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09032v1_The Hierarchy of Agentic Capabilities Evaluating F.pdf,The Hierarchy of Agentic Capabilities:,Evaluating Frontier Models on Realistic RL,None,arXiv:2601.09032v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09035v1_A Decompilation-Driven Framework for Malware Detec.pdf,A Decompilation-Driven Framework for Malware,Detection with Large Language Models,None,arXiv:2601.09035v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09041v1_Can LLMs interpret figurative language as humans d.pdf,CAN LLMS INTERPRET FIGURATIVE LANGUAGE AS HUMANS DO?: SURFACE-LEVEL VS.,REPRESENTATIONAL SIMILARITY,None,arXiv:2601.09041v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09049v1_Is Grokking Worthwhile Functional Analysis and Tra.pdf,Is Grokking Worthwhile? Functional Analysis and Transferability of,Generalization Circuits in Transformers,None,arXiv:2601.09049v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09066v1_Midm 2.0 Korea-centric Bilingual Language Models.pdf,Mi:dm 2.0,Korea-centric Bilingual Language Models,None,arXiv:2601.09066v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09069v1_From Symbolic to Natural-Language Relations Rethin.pdf,From Symbolic to Natural-Language Relations: Rethinking Knowledge,Graph Construction in the Era of Large Language Models,None,arXiv:2601.09069v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09072v1_Human-AI Co-design for Clinical Prediction Models.pdf,Human-AI Co-design for Clinical Prediction Models,"Jean Feng1,*,†, Avni Kothari1,*, Patrick Vossler1, Andrew Bishara1, Lucas Zier1,",None,arXiv:2601.09072v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09085v1_MMR-GRPO Accelerating GRPO-Style Training through .pdf,MMR-GRPO: Accelerating GRPO-Style Training through Diversity-Aware,Reward Reweighting,None,arXiv:2601.09085v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09089v1_SubTokenTest A Practical Benchmark for Real-World .pdf,SUBTOKENTEST: A Practical Benchmark for Real-World Sub-token,Understanding,None,arXiv:2601.09089v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09097v1_Programming over Thinking Efficient and Robust Mul.pdf,Programming over Thinking: Efficient and Robust,Multi-Constraint Planning,None,arXiv:2601.09097v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09100v2_DScheLLM Enabling Dynamic Scheduling through a Fin.pdf,DScheLLM: Enabling Dynamic Scheduling through a Fine-Tuned,Dual-System Large language Model,None,None,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09105v2_AviationLMM A Large Multimodal Foundation Model fo.pdf,AviationLMM: A Large Multimodal Foundation,Model for Civil Aviation,None,None,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09113v1_The AI Hippocampus How Far are We From Human Memor.pdf,Published in Transactions on Machine Learning Research (11/2025),The AI Hippocampus:,None,arXiv:2601.09113v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09116v1_LP-LLM End-to-End Real-World Degraded License Plat.pdf,LP-LLM: End-to-End Real-World Degraded License Plate Text Recognition,via Large Multimodal Models,None,arXiv:2601.09116v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09117v1_A Marketplace for AI-Generated Adult Content and D.pdf,A Marketplace for AI-Generated Adult Content and Deepfakes,"Shalmoli Ghosh1,⋄, Matthew R. DeVerna2,⋄, and Filippo Menczer1",None,arXiv:2601.09117v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09120v1_Adaptive Multi-Stage Patent Claim Generation with .pdf,Adaptive Multi-Stage Patent Claim Generation,with Unified Quality Assessment,None,arXiv:2601.09120v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09130v1_Equi-ViT Rotational Equivariant Vision Transformer.pdf,EQUI-VIT: ROTATIONAL EQUIVARIANT VISION TRANSFORMER FOR ROBUST,HISTOPATHOLOGY ANALYSIS,None,arXiv:2601.09130v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09136v1_SkinFlow Efficient Information Transmission for Op.pdf,SkinFlow: Efficient Information Transmission for Open Dermatological,Diagnosis via Dynamic Visual Encoding and Staged RL,None,arXiv:2601.09136v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09147v2_SSVP Synergistic Semantic-Visual Prompting for Ind.pdf,SSVP: Synergistic Semantic-Visual Prompting for,Industrial Zero-Shot Anomaly Detection,None,arXiv:2601.09147v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09152v1_PrivacyReasoner Can LLM Emulate a Human-like Priva.pdf,PrivacyReasoner: Can LLM Emulate a Human-like Privacy Mind?,Yiwen Tu and Xuan Liu and Lianhui Qin and Haojian Jin,None,arXiv:2601.09152v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09156v1_KTCF Actionable Recourse in Knowledge Tracing via .pdf,KTCF: Actionable Recourse in Knowledge Tracing via Counterfactual,Explanations for Education,None,arXiv:2601.09156v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09182v1_Position on LLM-Assisted Peer Review Addressing Re.pdf,Position on LLM-Assisted Peer Review: Addressing Reviewer Gap,through Mentoring and Feedback,None,arXiv:2601.09182v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09195v1_ProFit Leveraging High-Value Signals in SFT via Pr.pdf,ProFit: Leveraging High-Value Signals in SFT via Probability-Guided,Token Selection,None,arXiv:2601.09195v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09208v2_Mikasa A Character-Driven Emotional AI Companion I.pdf,Mikasa: A Character-Driven Emotional AI Companion,Inspired by Japanese Oshi Culture,None,arXiv:2601.09208v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09212v1_Annealed Relaxation of Speculative Decoding for Fa.pdf,Annealed Relaxation of Speculative Decoding,for Faster Autoregressive Image Generation,None,arXiv:2601.09212v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09213v1_SpikeVAEDiff Neural Spike-based Natural Visual Sce.pdf,SpikeVAEDiff: Neural Spike-based Natural Visual Scene Reconstruction via,VD-VAE and Versatile Diffusion,None,arXiv:2601.09213v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09233v1_GIFT Unlocking Global Optimality in Post-Training .pdf,GIFT: Unlocking Global Optimality in Post-Training via,Finite-Temperature Gibbs Initialization,None,arXiv:2601.09233v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09236v2_Reward Learning through Ranking Mean Squared Error.pdf,REWARD LEARNING THROUGH,RANKING MEAN SQUARED ERROR,None,arXiv:2601.09236v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09239v2_DSA-Tokenizer Disentangled Semantic-Acoustic Token.pdf,DSA-Tokenizer: Disentangled Semantic-Acoustic Tokenization,via Flow Matching-based Hierarchical Fusion,None,arXiv:2601.09239v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09248v1_Hybrid guided variational autoencoder for visual p.pdf,Hybrid guided variational autoencoder for visual,place recognition,None,arXiv:2601.09248v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09251v1_HGATSolver A Heterogeneous Graph Attention Solver .pdf,HGATSolver: A Heterogeneous Graph Attention Solver for Fluid–Structure,Interaction,None,arXiv:2601.09251v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09253v1_RIFT Repurposing Negative Samples via Reward-Infor.pdf,RIFT: Repurposing Negative Samples via Reward-Informed Fine-Tuning,"Zehua Liu, Shuqi Liu†, Tao Zhong, Mingxuan Yuan",None,arXiv:2601.09253v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09259v1_MAXS Meta-Adaptive Exploration with LLM Agents.pdf,MAXS: Meta-Adaptive Exploration with LLM Agents,"Jian Zhang1, Zhiyuan Wang1, Zhangqi Wang1, Yu He1*, Haoran Luo2,",None,arXiv:2601.09259v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09260v1_Efficient Paths and Dense Rewards Probabilistic Fl.pdf,Efficient Paths and Dense Rewards: Probabilistic Flow Reasoning for,Large Language Models,None,arXiv:2601.09260v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09262v1_Magnifying change Rapid burn scar mapping with mul.pdf,1,"Magnifying change: Rapid burn scar mapping with multi-resolution,",None,arXiv:2601.09262v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09264v1_Coordinated Pandemic Control with Large Language M.pdf,Coordinated Pandemic Control with Large Language,Model Agents as Policymaking Assistants,None,arXiv:2601.09264v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09269v2_RISER Orchestrating Latent Reasoning Skills for Ad.pdf,RISER: Orchestrating Latent Reasoning Skills for Adaptive,Activation Steering,None,arXiv:2601.09269v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09274v1_A3-Bench Benchmarking Memory-Driven Scientific Rea.pdf,A3-Bench: Benchmarking Memory-Driven Scientific Reasoning,via Anchor and Attractor Activation,None,arXiv:2601.09274v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09278v1_M3Searcher Modular Multimodal Information Seeking .pdf,M3Searcher: Modular Multimodal Information Seeking Agency with,Retrieval-Oriented Reasoning,None,arXiv:2601.09278v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09280v1_ReGraM Region-First Knowledge Graph Reasoning for .pdf,ReGraM: Region-First Knowledge Graph Reasoning for Medical Question,Answering,None,arXiv:2601.09280v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09281v1_STaR Sensitive Trajectory Regulation for Unlearnin.pdf,STaR: Sensitive Trajectory Regulation for Unlearning in Large Reasoning Models,"Jingjing Zhou1*, Gaoxiang Cong2,1, Li Su1†, Liang Li1,2†",None,arXiv:2601.09281v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09282v1_Cluster Workload Allocation Semantic Soft Affinity.pdf,Cluster Workload Allocation: Semantic Soft,Affinity Using Natural Language Processing,None,None,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09286v1_Why not Collaborative Filtering in Dual View Bridg.pdf,Why not Collaborative Filtering in Dual View? Bridging Sparse and Dense,Models,None,arXiv:2601.09286v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09292v1_Blue Teaming Function-Calling Agents.pdf,Blue Teaming Function-Calling Agents,"Greta Dolcetti1†, Giulio Zizzo2, Sergio Maffeis3",None,arXiv:2601.09292v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09293v1_Policy-Based Reinforcement Learning with Action Ma.pdf,Policy-Based Reinforcement Learning with Action Masking for Dynamic Job Shop,Scheduling under Uncertainty: Handling Random Arrivals and Machine Failures,None,arXiv:2601.09293v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09306v1_On-Device Large Language Models for Sequential Rec.pdf,On-Device Large Language Models for Sequential,Recommendation,10.1145/3773966.3777961,arXiv:2601.09306v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09313v1_Understanding or Memorizing A Case Study of German.pdf,Understanding or Memorizing? A Case Study of German Definite Articles,in Language Models,None,arXiv:2601.09313v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09342v1_Improving Implicit Hate Speech Detection via a Com.pdf,Improving Implicit Hate Speech Detection via a Community-Driven,Multi-Agent Framework,None,arXiv:2601.09342v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09351v1_Navigating Ethical AI Challenges in the Industrial.pdf,Navigating Ethical AI Challenges in the,Industrial Sector:,None,arXiv:2601.09351v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09353v1_Monte-Carlo Tree Search with Neural Network Guidan.pdf,Monte-Carlo Tree Search with Neural Network Guidance,for Lane-Free Autonomous Driving,None,arXiv:2601.09353v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09361v1_GeoRA Geometry-Aware Low-Rank Adaptation for RLVR.pdf,GeoRA: Geometry-Aware Low-Rank Adaptation for RLVR,"Jiaying Zhang1,2†*, Lei Shi1*, Jiguo Li1,",None,arXiv:2601.09361v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09365v1_Frame of Reference Addressing the Challenges of Co.pdf,Frame of Reference: Addressing the Challenges of Common Ground,Representation in Situational Dialogs,None,arXiv:2601.09365v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09381v1_Query Languages for Machine-Learning Models.pdf,Query Languages for Machine-Learning Models,Martin Grohe #,None,arXiv:2601.09381v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09382v1_Long-term Task-oriented Agent Proactive Long-term .pdf,Long-term Task-oriented Agent: Proactive Long-term Intent Maintenance,in Dynamic Environments,None,arXiv:2601.09382v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09394v2_FairGE Fairness-Aware Graph Encoding in Incomplete.pdf,FairGE: Fairness-Aware Graph Encoding in Incomplete Social,Networks,None,arXiv:2601.09394v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09398v1_Ability Transfer and Recovery via Modularized Para.pdf,Ability Transfer and Recovery via Modularized Parameters Localization,"Songyao Jin, Kun Zhou*, Wenqi Li, Peng Wang, Biwei Huang",None,arXiv:2601.09398v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09413v1_Speech-Hands A Self-Reflection Voice Agentic Appro.pdf,Speech-Hands: A Self-Reflection Voice Agentic Approach to,Speech Recognition and Audio Reasoning with Omni Perception,None,arXiv:2601.09413v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09416v1_Radiomics-Integrated Deep Learning with Hierarchic.pdf,RADIOMICS-INTEGRATED DEEP LEARNING WITH HIERARCHICAL LOSS FOR,OSTEOSARCOMA HISTOLOGY CLASSIFICATION,None,arXiv:2601.09416v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09421v2_Bias Dynamics in BabyLMs Towards a Compute-Efficie.pdf,Bias Dynamics in BabyLMs: Towards a Compute-Efficient Sandbox for,Democratising Pre-Training Debiasing,None,arXiv:2601.09421v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09433v1_Do Transformers Understand Ancient Roman Coin Moti.pdf,Do Transformers Understand Ancient Roman Coin,Motifs Better than CNNs?,None,arXiv:2601.09433v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09445v1_Where Knowledge Collides A Mechanistic Study of In.pdf,Where Knowledge Collides: A Mechanistic Study of Intra-Memory,Knowledge Conflict in Language Models,None,arXiv:2601.09445v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09446v1_Improving Symbolic Translation of Language Models .pdf,Improving Symbolic Translation of Language Models for Logical Reasoning,"Ramya Keerthy Thatikonda1, Jiuzhou Han1, Wray Buntine2, Ehsan Shareghi1",None,arXiv:2601.09446v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09448v1_Population-Aligned Audio Reproduction With LLM-Bas.pdf,SUBMITTED TO IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,1,None,arXiv:2601.09448v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09451v1_Late Breaking Results Quamba-SE Soft-edge Quantize.pdf,Late Breaking Results: Quamba-SE: Soft-edge,Quantizer for Activations in State Space Models,None,arXiv:2601.09451v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09455v1_On the Hardness of Computing Counterfactual and Se.pdf,Published in Transactions on Machine Learning Research (12/2025),On the Hardness of Computing Counterfactual and Semi-,None,arXiv:2601.09455v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09460v1_SoK Enhancing Cryptographic Collaborative Learning.pdf,SoK: Enhancing Cryptographic Collaborative,Learning with Differential Privacy,None,arXiv:2601.09460v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09465v1_EvoFSM Controllable Self-Evolution for Deep Resear.pdf,2026-01-15,EvoFSM: Controllable Self-Evolution for Deep Research with Finite State,None,arXiv:2601.09465v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09467v1_Searth Transformer A Transformer Architecture Inco.pdf,Searth Transformer: A Transformer Architecture,Incorporating Earth's Geospheric Physical Priors for,None,None,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09469v2_FairGU Fairness-aware Graph Unlearning in Social N.pdf,FairGU: Fairness-aware Graph Unlearning in Social Networks,Renqiang Luo,None,arXiv:2601.09469v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09470v1_Personalized Multimodal Feedback Using Multiple Ex.pdf,Personalized Multimodal Feedback Using Multiple,External Representations: Strategy Profiles and,None,arXiv:2601.09470v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09473v1_SimMerge Learning to Select Merge Operators from S.pdf,SimMerge: Learning to Select Merge,Operators from Similarity Signals,None,arXiv:2601.09473v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09478v3_Bridging Semantic Understanding and Popularity Bia.pdf,Bridging Semantic Understanding and Popularity Bias with LLMs,Renqiang Luo,None,arXiv:2601.09478v3,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.09503v1_What Do LLM Agents Know About Their World Task2Qui.pdf,What Do LLM Agents Know About Their World?,Task2Quiz: A Paradigm for Studying Environment,None,arXiv:2601.09503v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
