filename,title,authors,doi,tps,model,platform,raw_output
2601.09756v1_Synthetic Data for Veterinary EHR De-identificatio.pdf,"Synthetic Data for Veterinary EHR De-identification: Benefits, Limits, and Safety Trade-offs Under Fixed Compute","['David Brundage, PhD']",,26.9,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Synthetic Data for Veterinary EHR De-identification: Benefits, || Limits, and Safety Trade-offs Under Fixed Compute || David Brundage, PhD || University of Wisconsin-Madison, School of Veterinary Medicine || Abstract || Background:Veterinaryelectronichealthrecords(vEHRs)areincreasinglyusedforsurve ... (truncated) ||  || { || ""title"": ""Synthetic Data for Veterinary EHR De-identification: Benefits, Limits, and Safety Trade-offs Under Fixed Compute"", || ""authors"": [""David Brundage, PhD""], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [], || ""summary"": ""Evaluation of synthetic veterinary narratives for improving de-identification safety and utility under varying training regimes."" || } ||  || [ Prompt: 113.6 t/s | Generation: 26.9 t/s ]"
2601.09757v1_Democracy and Distrust in an Era of Artificial Int.pdf,Democracy & Distrust in an Era of,['Sonia K. Katyal'],10.1162/DAED_a_01919,26.7,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || 322 || 2022 by Sonia K. Katyal || Published under a Creative Commons Attribution- || NonCommercial 4.0 International (CC BY-NC 4.0) license || https://doi.org/10.1162/DAED_a_01919 || Democracy & Distrust in an Era of || Artificial Intelligence || Sonia K. Katyal || Our legal system has historically o ... (truncated) ||  || { || ""title"": ""Democracy & Distrust in an Era of"", || ""authors"": [""Sonia K. Katyal""], || ""doi"": ""10.1162/DAED_a_01919"", || ""arxiv_id"": """", || ""keywords"": [], || ""summary"": ""The rise of AI decision-making poses challenges to judicial review, prompting a re-examination of due process and equal protection in the context of artificial intelligence."" || } ||  || [ Prompt: 131.4 t/s | Generation: 26.7 t/s ]"
2601.09760v1_Investigating Tool-Memory Conflicts in Tool-Augmen.pdf,Investigating Tool-Memory Conflicts in Tool-Augmented LLMs,"['Jiali Cheng', 'Rui Pan', 'Hadi Amiri', '1', '2']",,29.7,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Investigating Tool-Memory Conflicts in Tool-Augmented LLMs || Jiali Cheng 1 Rui Pan 2 Hadi Amiri 1 || Abstract || Tool-augmented large language models (LLMs) || have powered many applications. However, they || are likely to suffer from knowledge conflict. In || this paper, we propose a new type of kn ... (truncated) ||  || { || ""title"": ""Investigating Tool-Memory Conflicts in Tool-Augmented LLMs"", || ""authors"": [ || ""Jiali Cheng"", || ""Rui Pan"", || ""Hadi Amiri"", || ""1"", || ""2"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""tool-memory conflict"", || ""knowledge conflict"", || ""LLM augmentation"", || ""tool-augmented LLMs"", || ""knowledge reliability"" || ], || ""summary"": ""This paper proposes a new type of knowledge conflict, Tool-Memory Conflict (TMC), where internal parametric knowledge contradicts external tool knowledge in LLMs. Existing conflict resolution techniques fail to address TMC, especially in STEM tasks. The study evaluates prompting and RAG-based methods without success."" || } ||  || [ Prompt: 118.7 t/s | Generation: 29.7 t/s ]"
2601.09762v1_Explicating Tacit Regulatory Knowledge from LLMs t.pdf,Explicating Tacit Regulatory Knowledge from LLMs to Auto-Formalize,"['Zhiyi Xue', 'Xiaohong Chen', 'Min Zhang']",52275902017@stu.ecnu.edu.cn,29.1,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Explicating Tacit Regulatory Knowledge from LLMs to Auto-Formalize || Requirements for Compliance Test Case Generation || Zhiyi Xue1, Xiaohong Chen1, Min Zhang2 || 1Shanghai Key Laboratory of Trustworthy Computing, ECNU, Shanghai, China || 2Dishui Lake International Software Engineering Institu ... (truncated) ||  || { || ""title"": ""Explicating Tacit Regulatory Knowledge from LLMs to Auto-Formalize"", || ""authors"": [ || ""Zhiyi Xue"", || ""Xiaohong Chen"", || ""Min Zhang"" || ], || ""doi"": ""52275902017@stu.ecnu.edu.cn"", || ""arxiv_id"": """", || ""keywords"": [ || ""compliance testing"", || ""LLMs"", || ""regulatory knowledge"", || ""automated testing"", || ""formal models"" || ], || ""summary"": ""The paper proposes RAFT, a framework for requirements auto-formalization and compliance test generation by explicating tacit regulatory knowledge from multiple LLMs. It integrates this knowledge into a do-unit meta-model, formal requirements representation, and testability constraints, enabling high-precision requirement formalization and automated test generation."" || } ||  || [ Prompt: 115.9 t/s | Generation: 29.1 t/s ]"
2601.09765v1_AI Survival Stories a Taxonomic Analysis of AI Exi.pdf,Philosophy of AI,"['John Hawthorne', 'Department of Philosophy, The University of Hong Kong, HK', 'Australian Catholic University, Melbourne, AU', 'Lingnan University, Dept of Philosophy, Tuen Mun, HK', 'Department of Philosophy, University of Southern California, US']",,27.5,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Philosophy of AI || Vo l . , , - || ./ojs/phai/. || by the author(s) || , John Hawthorne || Department of Philosophy, The University of Hong Kong, HK, || Australian Catholic University, Melbourne, AU, || Lingnan University, Dept of Philosophy, Tuen Mun, HK, || Department of Philosophy, University of South ... (truncated) ||  || { || ""title"": ""Philosophy of AI"", || ""authors"": [ || ""John Hawthorne"", || ""Department of Philosophy, The University of Hong Kong, HK"", || ""Australian Catholic University, Melbourne, AU"", || ""Lingnan University, Dept of Philosophy, Tuen Mun, HK"", || ""Department of Philosophy, University of Southern California, US"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""Artificial Intelligence"", || ""Existential Risk"", || ""AI Safety"", || ""AI Catastrophe"", || ""Superintelligent AI"", || ""AI Alignment"" || ], || ""summary"": ""This paper develops a framework for thinking about the existential risk of AI systems, analyzing survival stories where humanity survives despite threats from AI."" || } ||  || [ Prompt: 121.6 t/s | Generation: 27.5 t/s ]"
2601.09768v1_CLiMB A Domain-Informed Novelty Detection Clusteri.pdf,CLiMB: A Domain-Informed Novelty Detection Clustering,"['Lorenzo Monti', 'Tatiana Muraveva', 'Brian Sheridan', 'Davide Massari', 'Alessia Garofalo', 'Gisella Clementini', 'Umberto Michelucci', 'National Institute for Astrophysics', 'TOELT LLC', 'Computer Science Department, Lucerne University of Applied Sciences and Arts']",arXiv:2601.09768v1,29.0,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Journal of Machine Learning Research 23 (2022) 1-28 Submitted 1/21; Revised 5/22; Published 9/22 || CLiMB: A Domain-Informed Novelty Detection Clustering || Framework for Scientific Discovery || Lorenzo Monti  lorenzo.monti@inaf.it || Tatiana Muraveva  tatiana.muraveva@inaf.it || Brian Sheridan  b ... (truncated) ||  || { || ""title"": ""CLiMB: A Domain-Informed Novelty Detection Clustering"", || ""authors"": [ || ""Lorenzo Monti"", || ""Tatiana Muraveva"", || ""Brian Sheridan"", || ""Davide Massari"", || ""Alessia Garofalo"", || ""Gisella Clementini"", || ""Umberto Michelucci"", || ""National Institute for Astrophysics"", || ""TOELT LLC"", || ""Computer Science Department, Lucerne University of Applied Sciences and Arts"" || ], || ""doi"": ""arXiv:2601.09768v1"", || ""arxiv_id"": ""2601.09768"", || ""keywords"": [ || ""novelty detection"", || ""semi-supervised clustering"", || ""constrained clustering"", || ""density-based clustering"", || ""domain knowledge integration"" || ], || ""summary"": ""In data-driven scientific discovery, a challenge lies in classifying well-characterized phenomena while identifying novel anomalies. Current semi-supervised clustering algorithms often assume global representativeness, limiting effectiveness for novelty detection. CLiMB addresses this by decoupling prior knowledge from structure exploration, achieving high recovery accuracy for known structures."" || } ||  || [ Prompt: 116.5 t/s | Generation: 29.0 t/s ]"
2601.09770v1_GUI-Eyes Tool-Augmented Perception for Visual Grou.pdf,GUI-Eyes: Tool-Augmented Perception for Visual Grounding in GUI Agents,"['Chen Chen1', 'Chen Jiawei Shao2', 'Dakuan Lu2', 'Haoyi Hu4', 'Xiangcheng Liu1', 'Xiangcheng Liu3', 'Hantao Yao1', 'Wu Liu1']",,29.0,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || GUI-Eyes: Tool-Augmented Perception for Visual Grounding in GUI Agents || Chen Chen1,3, Jiawei Shao2*, Dakuan Lu2, Haoyi Hu4, || Xiangcheng Liu1,3, Hantao Yao1, Wu Liu1 || 1University of Science and Technology of China || 2Institute of Artificial Intelligence (TeleAI), China Telecom || 3Shanghai I ... (truncated) ||  || { || ""title"": ""GUI-Eyes: Tool-Augmented Perception for Visual Grounding in GUI Agents"", || ""authors"": [ || ""Chen Chen1"", || ""Chen Jiawei Shao2"", || ""Dakuan Lu2"", || ""Haoyi Hu4"", || ""Xiangcheng Liu1"", || ""Xiangcheng Liu3"", || ""Hantao Yao1"", || ""Wu Liu1"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [], || ""summary"": ""Recent advances in vision-language models and reinforcement learning have driven progress in GUI automation. This paper presents GUI-Eyes, a reinforcement learning framework for active visual perception in GUI tasks. The agent learns strategic decisions on visual tool invocation through a two-stage reasoning process and a spatially continuous reward function."" || } ||  || [ Prompt: 125.7 t/s | Generation: 29.0 t/s ]"
2601.09771v1_PCN-Rec Agentic Proof-Carrying Negotiation for Rel.pdf,PCN-Rec: Agentic Proof-Carrying Negotiation for Reliable Governance-Constrained Recommendation,"['Adhish Dixit', 'Shreem Dixit']",,29.2,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || PCN-Rec: Agentic Proof-Carrying Negotiation for Reliable || Governance-Constrained Recommendation || Aradhya Dixit || Wake Technical Community College || Raleigh, North Carolina, USA || adixit1@my.waketech.edu || Shreem Dixit || University of North Carolina at Charlotte || Charlotte, North Carolina, USA || sd ... (truncated) ||  || { || ""title"": ""PCN-Rec: Agentic Proof-Carrying Negotiation for Reliable Governance-Constrained Recommendation"", || ""authors"": [ || ""Adhish Dixit"", || ""Shreem Dixit"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""recommendation systems"", || ""LLM agents"", || ""constrained ranking"", || ""governance"", || ""verification"", || ""negotiation"" || ], || ""summary"": ""PCN-Rec introduces an agentic proof-carrying negotiation pipeline for LLM-based recommendation systems, enabling reliable enforcement of governance constraints through negotiation between a User Advocate and a Policy Agent."" || } ||  || [ Prompt: 117.8 t/s | Generation: 29.2 t/s ]"
2601.09772v1_Antisocial behavior towards large language model u.pdf,Antisocial behavior towards large language model users: experimental evidence,"['Pawe Niszczota', 'Cassandra Grtzner']",,31.9,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || 1 || Antisocial behavior towards large language model users: experimental evidence || Pawe Niszczota 1,3,* and Cassandra Grtzner 2,1,3 ||  || 1 Pozna University of Economics and Business, Humans & Artificial Intelligence Laboratory || (HAI Lab), Institute of International Business and Economi ... (truncated) ||  || { || ""title"": ""Antisocial behavior towards large language model users: experimental evidence"", || ""authors"": [ || ""Pawe Niszczota"", || ""Cassandra Grtzner"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [], || ""summary"": ""Experimental evidence on antisocial behavior towards large language model users."" || } ||  || [ Prompt: 120.8 t/s | Generation: 31.9 t/s ]"
2601.09773v1_Enhancing LUT-based Deep Neural Networks Inference.pdf,Enhancing LUT-based Deep Neural Networks Inference through Architecture and Connectivity Optimization,"['Binglei Lou', 'Ruinil Wu', 'Philip Leong']",,30.1,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || 1 || Enhancing LUT-based Deep Neural Networks Inference through || Architecture and Connectivity Optimization || Binglei Lou, Ruilin Wu, Philip Leong || School of Electrical and Computer Engineering || The University of Sydney, 2006, Australia || Email:{binglei.lou,ruilin.wu,philip.leong}@sydney.edu. ... (truncated) ||  || { || ""title"": ""Enhancing LUT-based Deep Neural Networks Inference through Architecture and Connectivity Optimization"", || ""authors"": [""Binglei Lou"", ""Ruinil Wu"", ""Philip Leong""], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [""Dynamic Sparsity"", ""FPGA"", ""Neural Network"", ""Lookup Table""], || ""summary"": ""The paper presents SparseLUT, a framework optimizing LUT-based DNNs for FPGAs by reducing LUT size and improving latency through architectural enhancements and non-greedy training."" || } ||  || [ Prompt: 120.7 t/s | Generation: 30.1 t/s ]"
2601.09805v1_Improving Chain-of-Thought for Logical Reasoning v.pdf,Improving Chain-of-Thought for Logical Reasoning via Attention-Aware Intervention,"['Phuong Minh Nguyen', 'Tien Huu Dang', 'Naoya Inoue']",10.48550/arXiv.2303.03015,29.6,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Improving Chain-of-Thought for Logical Reasoning || via Attention-Aware Intervention || Phuong Minh Nguyen and Tien Huu Dang and Naoya Inoue || RebelsNLU Lab, IS school || Japan Advanced Institute of Science and Technology || {phuongnm,tiendh,naoya-i}@jaist.ac.jp || Abstract || Modern logical reasoning  ... (truncated) ||  || { || ""title"": ""Improving Chain-of-Thought for Logical Reasoning via Attention-Aware Intervention"", || ""authors"": [""Phuong Minh Nguyen"", ""Tien Huu Dang"", ""Naoya Inoue""], || ""doi"": ""10.48550/arXiv.2303.03015"", || ""arxiv_id"": ""arXiv:2303.03015"", || ""keywords"": [""logical reasoning"", ""LLMs"", ""attention"", ""intervention""], || ""summary"": ""This paper introduces an end-to-end framework for logical reasoning that enhances reasoning performance by activating attention heads aligned with logical operators. The method, Attention-Aware Intervention (AAI), reweights attention scores to guide the model toward leveraging prior knowledge, improving generalization and analyzability without external resources."" || } ||  || [ Prompt: 115.7 t/s | Generation: 29.6 t/s ]"
2601.09806v1_Diffusion-Driven Deceptive Patches Adversarial Man.pdf,Diffusion-Driven Deceptive Patches: Adversarial Manipulation and Forensic Detection in Facial Identity Verification,"['Shahrzad Sayyafzadeh', 'Hongmei Chi', 'Shonda Bernadin']",arXiv:2601.09806v1,31.3,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Diffusion-Driven Deceptive Patches: Adversarial || Manipulation and Forensic Detection in Facial || Identity Verification || Shahrzad Sayyafzadeh, Hongmei Chi and Shonda Bernadin || 1,3*Electrical & Computer Engineering, FAMU-FSU College of || Engineering, Pottsdamer St, Tallahassee, 32310, Florid ... (truncated) ||  || { || ""title"": ""Diffusion-Driven Deceptive Patches: Adversarial Manipulation and Forensic Detection in Facial Identity Verification"", || ""authors"": [ || ""Shahrzad Sayyafzadeh"", || ""Hongmei Chi"", || ""Shonda Bernadin"" || ], || ""doi"": ""arXiv:2601.09806v1"", || ""arxiv_id"": ""arXiv:2601.09806"", || ""keywords"": [ || ""Adversarial Patch Generation"", || ""Gaussian Smoothing"", || ""Diffusion Model"", || ""Social Media Forensics"", || ""Perceptual Hashing"" || ], || ""summary"": ""This work presents an end-to-end pipeline for generating, refining, and evaluating adversarial patches to compromise facial biometric systems with forensic analysis and security testing applications. The refined patch is applied to facial images to test its ability to evade recognition systems while maintaining natural visual characteristics."" || } ||  || [ Prompt: 131.6 t/s | Generation: 31.3 t/s ]"
